Input,Trial,Treatment,time,file,heart_rate,sd,std_err,confidence,start,end
0,Trial7,22C,1/24/24 10:10,input_0_F2_Trial7_22C_20240124_101005.txt,59.2340426,0.31043034,0.05667657,Good,76,108
0,Trial7,22C,1/24/24 10:20,input_0_F2_Trial7_22C_20240124_102005.txt,68.1672026,0.18503888,0.0251806,Good,210,258
0,Trial7,22C,1/24/24 10:30,input_0_F2_Trial7_22C_20240124_103005.txt,70.543131,0.21131132,0.03082293,Good,288,328
0,Trial7,22C,1/24/24 10:40,input_0_F2_Trial7_22C_20240124_104005.txt,68.5248131,0.2366231,0.03608468,Good,398,436
0,Trial7,22C,1/24/24 10:50,input_0_F2_Trial7_22C_20240124_105005.txt,79.0123457,0.18374652,0.02433782,Good,254,298
0,Trial7,22C,1/24/24 11:00,input_0_F2_Trial7_22C_20240124_110005.txt,79.9649277,0.22028366,0.02510365,Good,298,356
0,Trial7,22C,1/24/24 11:10,input_0_F2_Trial7_22C_20240124_111005.txt,84.4529751,0.16120861,0.02154241,Good,316,356
0,Trial7,22C,1/24/24 11:20,input_0_F2_Trial7_22C_20240124_112005.txt,82.1917808,0.22892411,0.02817861,Good,192,240
0,Trial7,22C,1/24/24 11:30,input_0_F2_Trial7_22C_20240124_113005.txt,72.815534,0.23877664,0.03343542,Good,240,282
0,Trial7,22C,1/24/24 11:40,input_0_F2_Trial7_22C_20240124_114006.txt,62.7879735,0.17558457,0.02129276,Good,208,274
0,Trial7,22C,1/24/24 11:50,input_0_F2_Trial7_22C_20240124_115006.txt,56.8306011,0.25212177,0.04852086,Good,354,384
0,Trial7,22C,1/24/24 12:00,input_0_F2_Trial7_22C_20240124_120006.txt,84.6560847,0.26485059,0.04136271,Good,64,94
0,Trial7,22C,1/24/24 12:10,input_0_F2_Trial7_22C_20240124_121006.txt,82.7058073,0.22410676,0.03021855,Good,96,136
0,Trial7,22C,1/24/24 12:20,input_0_F2_Trial7_22C_20240124_122006.txt,73.0641959,0.18774742,0.02738578,Good,96,136
0,Trial7,22C,1/24/24 12:30,input_0_F2_Trial7_22C_20240124_123006.txt,70.1369863,0.22305014,0.02766597,Good,224,280
0,Trial7,22C,1/24/24 12:40,input_0_F2_Trial7_22C_20240124_124006.txt,38.1644707,0.23512914,0.03918819,Good,408,464
0,Trial7,22C,1/24/24 12:50,input_0_F2_Trial7_22C_20240124_125006.txt,18.2959641,0.13897934,0.03275775,Good,294,356
0,Trial7,22C,1/24/24 13:00,input_0_F2_Trial7_22C_20240124_130006.txt,13.9480821,0.20364243,0.05091061,Good,220,288
0,Trial7,22C,1/24/24 13:10,input_0_F2_Trial7_22C_20240124_131006.txt,57.3529412,0.32062992,0.04404191,Flatline,422,478
0,Trial7,22C,1/24/24 13:20,input_0_F2_Trial7_22C_20240124_132007.txt,62.0867769,0.3162174,0.01288806,Discard,0,582.075
0,Trial7,22C,1/24/24 13:30,input_0_F2_Trial7_22C_20240124_133007.txt,62.3625399,0.31050407,0.01281588,Discard,0,565.575
1,Trial7,22C,1/24/24 10:10,input_1_F2_Trial7_22C_20240124_101005.txt,58.8847584,0.25541253,0.04380289,Good,136,170
1,Trial7,22C,1/24/24 10:20,input_1_F2_Trial7_22C_20240124_102005.txt,56.1559889,0.18421385,0.02809235,Good,68,114
1,Trial7,22C,1/24/24 10:30,input_1_F2_Trial7_22C_20240124_103005.txt,61.7007251,0.14975801,0.02367882,Good,208,248
1,Trial7,22C,1/24/24 10:40,input_1_F2_Trial7_22C_20240124_104005.txt,66.8316832,0.08474933,0.01249561,Good,294,336
1,Trial7,22C,1/24/24 10:50,input_1_F2_Trial7_22C_20240124_105005.txt,65.3357532,0.17307382,0.02551834,Good,88,130
1,Trial7,22C,1/24/24 11:00,input_1_F2_Trial7_22C_20240124_110005.txt,69.6676483,0.0828642,0.00990417,Good,88,148
1,Trial7,22C,1/24/24 11:10,input_1_F2_Trial7_22C_20240124_111005.txt,71.0818593,0.20338219,0.02380409,Good,270,332
1,Trial7,22C,1/24/24 11:20,input_1_F2_Trial7_22C_20240124_112005.txt,71.169687,0.16690124,0.01953431,Good,270,332
1,Trial7,22C,1/24/24 11:30,input_1_F2_Trial7_22C_20240124_113005.txt,73.9111307,0.08792304,0.01043455,Good,276,334
1,Trial7,22C,1/24/24 11:40,input_1_F2_Trial7_22C_20240124_114006.txt,63.4064081,0.32960693,0.04757466,Unsure,194,240
1,Trial7,22C,1/24/24 11:50,input_1_F2_Trial7_22C_20240124_115006.txt,75.2941177,0.18383926,0.02435011,Good,364,410
1,Trial7,22C,1/24/24 12:00,input_1_F2_Trial7_22C_20240124_120006.txt,74.2268041,0.14201563,0.02028795,Good,246,286
1,Trial7,22C,1/24/24 12:10,input_1_F2_Trial7_22C_20240124_121006.txt,97.0637119,0.09253943,0.01075749,Good,130,176
1,Trial7,22C,1/24/24 12:20,input_1_F2_Trial7_22C_20240124_122006.txt,103.2,0.09434818,0.01422352,Good,106,132
1,Trial7,22C,1/24/24 12:30,input_1_F2_Trial7_22C_20240124_123006.txt,39.8156682,0.19774567,0.04536597,Good,184,214
1,Trial7,22C,1/24/24 12:40,input_1_F2_Trial7_22C_20240124_124006.txt,29.9287411,0.6364756,0.13569705,Good,246,292
1,Trial7,22C,1/24/24 12:50,input_1_F2_Trial7_22C_20240124_125006.txt,39.1659112,0.19241057,0.0316321,Good,152,210
1,Trial7,22C,1/24/24 13:00,input_1_F2_Trial7_22C_20240124_130006.txt,29.0843806,0.3135843,0.05926186,Good,152,210
1,Trial7,22C,1/24/24 13:10,input_1_F2_Trial7_22C_20240124_131006.txt,15.3494747,2.50780718,0.64751303,Good,152,210
1,Trial7,22C,1/24/24 13:20,input_1_F2_Trial7_22C_20240124_132007.txt,44.1005803,0.59781522,0.13367555,Flatline,118,146
1,Trial7,22C,1/24/24 13:30,input_1_F2_Trial7_22C_20240124_133007.txt,41.6566787,0.44723991,0.02258903,Discard,0,565.575
2,Trial7,22C,1/24/24 10:10,input_2_F2_Trial7_22C_20240124_101005.txt,44.6866485,0.25891866,0.03995202,Good,384,440
2,Trial7,22C,1/24/24 10:20,input_2_F2_Trial7_22C_20240124_102005.txt,43.9790576,0.12221692,0.02036949,Good,344,394
2,Trial7,22C,1/24/24 10:30,input_2_F2_Trial7_22C_20240124_103005.txt,43.902439,0.20134204,0.03070437,Good,154,214
2,Trial7,22C,1/24/24 10:40,input_2_F2_Trial7_22C_20240124_104005.txt,43.3581297,0.12908218,0.02181887,Good,322,372
2,Trial7,22C,1/24/24 10:50,input_2_F2_Trial7_22C_20240124_105005.txt,43.4782609,0.14536971,0.02422829,Good,412,462
2,Trial7,22C,1/24/24 11:00,input_2_F2_Trial7_22C_20240124_110005.txt,53.5637149,0.36040598,0.06371138,Good,350,386
2,Trial7,22C,1/24/24 11:10,input_2_F2_Trial7_22C_20240124_111005.txt,61.1868132,0.3125673,0.0406928,Good,246,304
2,Trial7,22C,1/24/24 11:20,input_2_F2_Trial7_22C_20240124_112005.txt,55.8629776,0.26086774,0.0354996,Good,100,158
2,Trial7,22C,1/24/24 11:30,input_2_F2_Trial7_22C_20240124_113005.txt,70.7317073,0.30843289,0.05631188,Good,184,210
2,Trial7,22C,1/24/24 11:40,input_2_F2_Trial7_22C_20240124_114006.txt,55.2387496,0.18745119,0.0227318,Good,240,314
2,Trial7,22C,1/24/24 11:50,input_2_F2_Trial7_22C_20240124_115006.txt,53.2467533,0.3543652,0.05467974,Good,84,132
2,Trial7,22C,1/24/24 12:00,input_2_F2_Trial7_22C_20240124_120006.txt,55.862069,0.17860053,0.03375233,Good,218,248
2,Trial7,22C,1/24/24 12:10,input_2_F2_Trial7_22C_20240124_121006.txt,59.2030361,0.19456819,0.03076393,Good,42,82
2,Trial7,22C,1/24/24 12:20,input_2_F2_Trial7_22C_20240124_122006.txt,54.2810986,0.39600769,0.07353678,Good,258,290
2,Trial7,22C,1/24/24 12:30,input_2_F2_Trial7_22C_20240124_123006.txt,9.74729242,2.10919778,0.6669869,Good,334,398
2,Trial7,22C,1/24/24 12:40,input_2_F2_Trial7_22C_20240124_124006.txt,5.98877105,7.21385747,3.22613514,Good,334,398
2,Trial7,22C,1/24/24 12:50,input_2_F2_Trial7_22C_20240124_125006.txt,66.8471954,0.31806412,0.03722659,Flatline,516,582
2,Trial7,22C,1/24/24 13:00,input_2_F2_Trial7_22C_20240124_130006.txt,70.8830241,0.28221828,0.0107673,Discard,0,582.075
2,Trial7,22C,1/24/24 13:10,input_2_F2_Trial7_22C_20240124_131006.txt,72.8682171,0.27447349,0.01032995,Discard,0,582.075
2,Trial7,22C,1/24/24 13:20,input_2_F2_Trial7_22C_20240124_132007.txt,72.9527254,0.26499474,0.00996615,Discard,0,582.075
2,Trial7,22C,1/24/24 13:30,input_2_F2_Trial7_22C_20240124_133007.txt,72.3821351,0.28308695,0.01084792,Discard,0,565.575
3,Trial7,22C,1/24/24 10:10,input_3_F2_Trial7_22C_20240124_101005.txt,38.8888889,0.07629829,0.01626685,Good,234,268
3,Trial7,22C,1/24/24 10:20,input_3_F2_Trial7_22C_20240124_102005.txt,36.7770638,0.09241387,0.01633662,Good,142,194
3,Trial7,22C,1/24/24 10:30,input_3_F2_Trial7_22C_20240124_103005.txt,41.2329459,0.0586397,0.00991192,Good,142,194
3,Trial7,22C,1/24/24 10:40,input_3_F2_Trial7_22C_20240124_104005.txt,45.7372116,0.05862641,0.00938774,Good,142,194
3,Trial7,22C,1/24/24 10:50,input_3_F2_Trial7_22C_20240124_105005.txt,47.832586,0.04766587,0.00744416,Good,142,194
3,Trial7,22C,1/24/24 11:00,input_3_F2_Trial7_22C_20240124_110005.txt,52.9323308,0.04104138,0.00611809,Good,142,194
3,Trial7,22C,1/24/24 11:10,input_3_F2_Trial7_22C_20240124_111005.txt,53.2258065,0.03649553,0.00544043,Good,142,194
3,Trial7,22C,1/24/24 11:20,input_3_F2_Trial7_22C_20240124_112005.txt,58.1959263,0.05771146,0.00808122,Good,142,194
3,Trial7,22C,1/24/24 11:30,input_3_F2_Trial7_22C_20240124_113005.txt,49.6796452,0.1380933,0.02105903,Good,142,194
3,Trial7,22C,1/24/24 11:40,input_3_F2_Trial7_22C_20240124_114006.txt,51.0638298,0.08997354,0.01356402,Good,142,194
3,Trial7,22C,1/24/24 11:50,input_3_F2_Trial7_22C_20240124_115006.txt,60.804769,0.06988436,0.00969122,Good,142,194
3,Trial7,22C,1/24/24 12:00,input_3_F2_Trial7_22C_20240124_120006.txt,66.7660209,0.12139526,0.0160792,Good,142,194
3,Trial7,22C,1/24/24 12:10,input_3_F2_Trial7_22C_20240124_121006.txt,76.8472906,0.1158165,0.01425603,Good,142,194
3,Trial7,22C,1/24/24 12:20,input_3_F2_Trial7_22C_20240124_122006.txt,83.9716312,0.05673882,0.00655164,Good,284,338
3,Trial7,22C,1/24/24 12:30,input_3_F2_Trial7_22C_20240124_123006.txt,43.7956204,0.64931525,0.10821921,Good,212,262
3,Trial7,22C,1/24/24 12:40,input_3_F2_Trial7_22C_20240124_124006.txt,23.2133262,1.58750032,0.36419755,Good,402,456
3,Trial7,22C,1/24/24 12:50,input_3_F2_Trial7_22C_20240124_125006.txt,16.9971671,1.94151542,0.48537886,Good,130,188
3,Trial7,22C,1/24/24 13:00,input_3_F2_Trial7_22C_20240124_130006.txt,5.27638191,6.12907056,2.16695368,Good,166,256
3,Trial7,22C,1/24/24 13:10,input_3_F2_Trial7_22C_20240124_131006.txt,50.6639428,0.36538869,0.04603465,Flatline,506,580
3,Trial7,22C,1/24/24 13:20,input_3_F2_Trial7_22C_20240124_132007.txt,54.1197775,0.34417769,0.01503547,Discard,0,582.075
3,Trial7,22C,1/24/24 13:30,input_3_F2_Trial7_22C_20240124_133007.txt,54.180157,0.33513535,0.01484004,Discard,0,565.575
4,Trial7,22C,1/24/24 10:10,input_4_F2_Trial7_22C_20240124_101005.txt,64,0.05358603,0.00722554,Good,164,216
4,Trial7,22C,1/24/24 10:20,input_4_F2_Trial7_22C_20240124_102005.txt,70.5536502,0.06183831,0.00791758,Good,164,216
4,Trial7,22C,1/24/24 10:30,input_4_F2_Trial7_22C_20240124_103005.txt,74.3902439,0.09330747,0.01185006,Good,278,328
4,Trial7,22C,1/24/24 10:40,input_4_F2_Trial7_22C_20240124_104005.txt,81.0176125,0.02847259,0.00340313,Good,74,126
4,Trial7,22C,1/24/24 10:50,input_4_F2_Trial7_22C_20240124_105005.txt,85.4526958,0.02073944,0.00246132,Good,302,352
4,Trial7,22C,1/24/24 11:00,input_4_F2_Trial7_22C_20240124_110005.txt,92.5418569,0.01748119,0.00199217,Good,206,256
4,Trial7,22C,1/24/24 11:10,input_4_F2_Trial7_22C_20240124_111005.txt,93.1562819,0.01574189,0.00179396,Good,184,234
4,Trial7,22C,1/24/24 11:20,input_4_F2_Trial7_22C_20240124_112005.txt,96.7741936,0.03192158,0.00354684,Good,274,324
4,Trial7,22C,1/24/24 11:30,input_4_F2_Trial7_22C_20240124_113005.txt,97.7596741,0.03555616,0.00395068,Good,418,468
4,Trial7,22C,1/24/24 11:40,input_4_F2_Trial7_22C_20240124_114006.txt,96.439471,0.04366748,0.00488217,Good,246,296
4,Trial7,22C,1/24/24 11:50,input_4_F2_Trial7_22C_20240124_115006.txt,97.90923,0.07366896,0.00818544,Good,374,424
4,Trial7,22C,1/24/24 12:00,input_4_F2_Trial7_22C_20240124_120006.txt,95.0253807,0.03381479,0.00380446,Good,326,376
4,Trial7,22C,1/24/24 12:10,input_4_F2_Trial7_22C_20240124_121006.txt,102.179422,0.02279229,0.00247217,Good,168,218
4,Trial7,22C,1/24/24 12:20,input_4_F2_Trial7_22C_20240124_122006.txt,103.074671,0.0393826,0.00417455,Good,110,162
4,Trial7,22C,1/24/24 12:30,input_4_F2_Trial7_22C_20240124_123006.txt,37.2815534,0.48501503,0.11763342,Good,282,310
4,Trial7,22C,1/24/24 12:40,input_4_F2_Trial7_22C_20240124_124006.txt,27.0241287,1.33890391,0.28545527,Good,100,154
4,Trial7,22C,1/24/24 12:50,input_4_F2_Trial7_22C_20240124_125006.txt,76.1149653,0.27474214,0.04782647,Flatline,556,582
4,Trial7,22C,1/24/24 13:00,input_4_F2_Trial7_22C_20240124_130006.txt,84.9548387,0.26240286,0.00914124,Discard,0,582.075
4,Trial7,22C,1/24/24 13:10,input_4_F2_Trial7_22C_20240124_131006.txt,85.9023446,0.24146358,0.00836622,Discard,0,582.075
4,Trial7,22C,1/24/24 13:20,input_4_F2_Trial7_22C_20240124_132007.txt,85.8063684,0.24350506,0.00843695,Discard,0,582.075
4,Trial7,22C,1/24/24 13:30,input_4_F2_Trial7_22C_20240124_133007.txt,86.0862634,0.26043747,0.0091452,Discard,0,565.575
