"","input 0 Last (C)","input 1 Last (C)","input 2 Last (C)","input 3 Last (C)","input 4 Last (C)","input 5 Last (C)"
"2024-01-30T11:55:03-05:00","27.451","27.369","27.199","26.930","26.716","26.905"
"2024-01-30T11:56:03-05:00","27.476","27.383","27.224","27.004","26.805","27.017"
"2024-01-30T11:57:03-05:00","27.491","27.394","27.239","27.045","26.862","27.089"
"2024-01-30T11:58:03-05:00","27.492","27.395","27.245","27.058","26.883","27.127"
"2024-01-30T11:59:03-05:00","27.506","27.412","27.265","27.077","26.907","27.161"
"2024-01-30T12:00:03-05:00","27.519","27.427","27.279","27.093","26.921","27.182"
"2024-01-30T12:01:03-05:00","27.557","27.468","27.314","27.141","26.969","27.223"
"2024-01-30T12:02:03-05:00","27.581","27.500","27.346","27.180","27.011","27.254"
"2024-01-30T12:03:03-05:00","27.683","27.575","27.427","27.292","27.123","27.360"
"2024-01-30T12:04:03-05:00","27.755","27.631","27.489","27.372","27.207","27.434"
"2024-01-30T12:05:03-05:00","27.794","27.669","27.522","27.415","27.257","27.474"
"2024-01-30T12:06:03-05:00","27.928","27.766","27.646","27.553","27.377","27.590"
"2024-01-30T12:07:03-05:00","28.020","27.851","27.734","27.647","27.456","27.664"
"2024-01-30T12:08:03-05:00","28.116","27.941","27.836","27.743","27.547","27.751"
"2024-01-30T12:09:03-05:00","28.159","27.989","27.883","27.791","27.588","27.783"
"2024-01-30T12:10:03-05:00","28.305","28.128","28.025","27.922","27.743","27.935"
"2024-01-30T12:11:03-05:00","28.400","28.220","28.121","28.016","27.830","28.029"
"2024-01-30T12:12:03-05:00","28.496","28.318","28.218","28.123","27.906","28.126"
"2024-01-30T12:13:03-05:00","28.590","28.413","28.310","28.215","27.992","28.222"
"2024-01-30T12:14:03-05:00","28.690","28.511","28.412","28.325","28.095","28.322"
"2024-01-30T12:15:03-05:00","28.788","28.606","28.511","28.442","28.189","28.418"
"2024-01-30T12:16:03-05:00","28.874","28.691","28.595","28.475","28.278","28.509"
"2024-01-30T12:17:03-05:00","28.971","28.786","28.696","28.575","28.373","28.617"
"2024-01-30T12:18:03-05:00","29.057","28.870","28.783","28.705","28.470","28.704"
"2024-01-30T12:19:03-05:00","29.096","28.908","28.820","28.757","28.522","28.750"
"2024-01-30T12:20:03-05:00","29.203","29.023","28.927","28.868","28.637","28.861"
"2024-01-30T12:21:03-05:00","29.341","29.157","29.073","29.010","28.772","28.999"
"2024-01-30T12:22:03-05:00","29.446","29.260","29.178","29.115","28.877","29.106"
"2024-01-30T12:23:03-05:00","29.506","29.314","29.245","29.167","28.932","29.167"
"2024-01-30T12:24:03-05:00","29.644","29.463","29.372","29.318","29.066","29.299"
"2024-01-30T12:25:03-05:00","29.739","29.562","29.480","29.417","29.171","29.399"
"2024-01-30T12:26:03-05:00","29.802","29.622","29.544","29.474","29.228","29.460"
"2024-01-30T12:27:03-05:00","29.951","29.769","29.704","29.622","29.359","29.603"
"2024-01-30T12:28:03-05:00","30.053","29.872","29.811","29.726","29.465","29.707"
"2024-01-30T12:29:03-05:00","30.155","29.975","29.922","29.826","29.560","29.808"
"2024-01-30T12:30:03-05:00","30.251","30.069","30.028","29.920","29.652","29.906"
"2024-01-30T12:31:03-05:00","30.363","30.176","30.137","30.030","29.758","30.017"
"2024-01-30T12:32:03-05:00","30.463","30.273","30.238","30.127","29.849","30.112"
"2024-01-30T12:33:03-05:00","30.556","30.364","30.324","30.220","29.939","30.199"
"2024-01-30T12:34:03-05:00","30.605","30.408","30.372","30.266","29.986","30.255"
"2024-01-30T12:35:03-05:00","30.736","30.551","30.510","30.408","30.131","30.392"
"2024-01-30T12:36:03-05:00","30.830","30.650","30.609","30.508","30.231","30.490"
"2024-01-30T12:37:03-05:00","30.929","30.750","30.709","30.606","30.333","30.591"
"2024-01-30T12:38:03-05:00","31.036","30.858","30.808","30.710","30.428","30.695"
"2024-01-30T12:39:03-05:00","31.138","30.962","30.910","30.816","30.546","30.800"
"2024-01-30T12:40:03-05:00","31.248","31.073","31.019","30.926","30.646","30.908"
"2024-01-30T12:41:03-05:00","31.355","31.168","31.119","31.023","30.744","31.010"
"2024-01-30T12:42:03-05:00","31.454","31.270","31.220","31.125","30.842","31.107"
"2024-01-30T12:43:03-05:00","31.553","31.370","31.320","31.225","30.942","31.209"
"2024-01-30T12:44:03-05:00","31.658","31.473","31.426","31.324","31.046","31.310"
"2024-01-30T12:45:03-05:00","31.768","31.576","31.532","31.430","31.156","31.413"
"2024-01-30T12:46:03-05:00","31.875","31.681","31.630","31.530","31.249","31.511"
"2024-01-30T12:47:03-05:00","31.988","31.791","31.736","31.635","31.356","31.613"
"2024-01-30T12:48:03-05:00","32.087","31.885","31.833","31.735","31.466","31.712"
"2024-01-30T12:49:03-05:00","32.193","31.984","31.935","31.834","31.563","31.810"
"2024-01-30T12:50:03-05:00","32.291","32.081","32.031","31.931","31.658","31.908"
"2024-01-30T12:51:03-05:00","32.392","32.181","32.130","32.033","31.751","32.010"
"2024-01-30T12:52:03-05:00","32.474","32.269","32.215","32.120","31.848","32.101"
"2024-01-30T12:53:03-05:00","32.566","32.358","32.304","32.212","31.947","32.194"
