Input,Trial,Treatment,time,file,heart_rate,sd,std_err,confidence,start,end
0,Trial8,27C,1/24/24 11:26,input_0_F2_Trial8_27C_20240124_112638.txt,56.5349544,0.30460622,0.05384728,Good,116,150
0,Trial8,27C,1/24/24 11:36,input_0_F2_Trial8_27C_20240124_113638.txt,58.470255,0.21114438,0.03183121,Good,232,278
0,Trial8,27C,1/24/24 11:46,input_0_F2_Trial8_27C_20240124_114638.txt,56.753507,0.17853878,0.02304926,Good,262,326
0,Trial8,27C,1/24/24 11:56,input_0_F2_Trial8_27C_20240124_115638.txt,53.4412956,0.19745327,0.0263858,Good,262,326
0,Trial8,27C,1/24/24 12:06,input_0_F2_Trial8_27C_20240124_120638.txt,54.1567696,0.35660303,0.05710218,Good,122,166
0,Trial8,27C,1/24/24 12:16,input_0_F2_Trial8_27C_20240124_121638.txt,56.5055762,0.36965729,0.05919254,Good,92,134
0,Trial8,27C,1/24/24 12:26,input_0_F2_Trial8_27C_20240124_122638.txt,56.920354,0.32300076,0.0391696,Good,246,318
0,Trial8,27C,1/24/24 12:36,input_0_F2_Trial8_27C_20240124_123638.txt,61.6456247,0.32446456,0.04188819,Good,132,190
0,Trial8,27C,1/24/24 12:46,input_0_F2_Trial8_27C_20240124_124638.txt,67.3469388,0.16211636,0.02416688,Good,316,356
0,Trial8,27C,1/24/24 12:56,input_0_F2_Trial8_27C_20240124_125639.txt,59.6858639,0.22534942,0.03608479,Good,110,150
0,Trial8,27C,1/24/24 13:06,input_0_F2_Trial8_27C_20240124_130639.txt,3.9800995,6.87002547,2.59662556,Good,324,428
0,Trial8,27C,1/24/24 13:16,input_0_F2_Trial8_27C_20240124_131639.txt,1.94253339,0.93691649,0.54092899,Good,272,376
0,Trial8,27C,1/24/24 13:26,input_0_F2_Trial8_27C_20240124_132639.txt,60.2464628,0.34084466,0.04554728,Flatline,444,500
0,Trial8,27C,1/24/24 13:36,input_0_F2_Trial8_27C_20240124_133639.txt,65.3644265,0.36119963,0.01434507,Discard,0,582.075
0,Trial8,27C,1/24/24 13:46,input_0_F2_Trial8_27C_20240124_134639.txt,65.7675902,0.34458545,0.01365297,Discard,0,582.075
0,Trial8,27C,1/24/24 13:56,input_0_F2_Trial8_27C_20240124_135639.txt,66.5172414,0.32747945,0.0129045,Discard,0,582.075
0,Trial8,27C,1/24/24 14:06,input_0_F2_Trial8_27C_20240124_140639.txt,64.5476773,0.22383537,0.06461571,Discard,0,11.875
1,Trial8,27C,1/24/24 11:26,input_1_F2_Trial8_27C_20240124_112638.txt,61.971831,0.08597543,0.01792712,Good,448,470
1,Trial8,27C,1/24/24 11:36,input_1_F2_Trial8_27C_20240124_113638.txt,67.6789588,0.11602387,0.0223288,Good,474,498
1,Trial8,27C,1/24/24 11:46,input_1_F2_Trial8_27C_20240124_114638.txt,63.4525661,0.30516207,0.0515818,Good,390,424
1,Trial8,27C,1/24/24 11:56,input_1_F2_Trial8_27C_20240124_115638.txt,56.5393989,0.12844993,0.02345164,Good,368,400
1,Trial8,27C,1/24/24 12:06,input_1_F2_Trial8_27C_20240124_120638.txt,53.4653465,0.26812502,0.05067087,Good,308,340
1,Trial8,27C,1/24/24 12:16,input_1_F2_Trial8_27C_20240124_121638.txt,27.7580071,0.92674783,0.1783527,Good,310,368
1,Trial8,27C,1/24/24 12:26,input_1_F2_Trial8_27C_20240124_122638.txt,59.0604027,0.10104969,0.02107032,Good,480,504
1,Trial8,27C,1/24/24 12:36,input_1_F2_Trial8_27C_20240124_123638.txt,31.1688312,0.86902244,0.16724345,Good,340,392
1,Trial8,27C,1/24/24 12:46,input_1_F2_Trial8_27C_20240124_124638.txt,21.7884703,0.89082587,0.19439414,Good,252,312
1,Trial8,27C,1/24/24 12:56,input_1_F2_Trial8_27C_20240124_125639.txt,24.6268657,1.05459492,0.30443533,Good,114,144
1,Trial8,27C,1/24/24 13:06,input_1_F2_Trial8_27C_20240124_130639.txt,3.74414977,3.0759145,1.77588006,Good,308,352
1,Trial8,27C,1/24/24 13:16,input_1_F2_Trial8_27C_20240124_131639.txt,5.36113179,13.3238821,6.66194103,Good,192,246
1,Trial8,27C,1/24/24 13:26,input_1_F2_Trial8_27C_20240124_132639.txt,9.76006507,3.08318581,0.9296155,Good,294,358
1,Trial8,27C,1/24/24 13:36,input_1_F2_Trial8_27C_20240124_133639.txt,6.18025751,3.67105798,1.38752949,Good,64,132
1,Trial8,27C,1/24/24 13:46,input_1_F2_Trial8_27C_20240124_134639.txt,93.4210526,0.22613174,0.02664988,Flatline,348,396
1,Trial8,27C,1/24/24 13:56,input_1_F2_Trial8_27C_20240124_135639.txt,93.6056762,0.21953617,0.00728556,Discard,0,582.075
1,Trial8,27C,1/24/24 14:06,input_1_F2_Trial8_27C_20240124_140639.txt,102.242153,0.18073316,0.04041316,Discard,0,11.875
2,Trial8,27C,1/24/24 11:26,input_2_F2_Trial8_27C_20240124_112638.txt,64.6502836,0.32790835,0.04305648,Good,92,146
2,Trial8,27C,1/24/24 11:36,input_2_F2_Trial8_27C_20240124_113638.txt,76.9230769,0.16469669,0.02744945,Good,384,412
2,Trial8,27C,1/24/24 11:46,input_2_F2_Trial8_27C_20240124_114638.txt,78.0045352,0.23508086,0.03543977,Good,246,280
2,Trial8,27C,1/24/24 11:56,input_2_F2_Trial8_27C_20240124_115638.txt,74.2893241,0.2914227,0.04121339,Good,142,184
2,Trial8,27C,1/24/24 12:06,input_2_F2_Trial8_27C_20240124_120638.txt,94.5921173,0.17337882,0.02613784,Good,264,292
2,Trial8,27C,1/24/24 12:16,input_2_F2_Trial8_27C_20240124_121638.txt,97.100472,0.17461166,0.02235673,Good,278,316
2,Trial8,27C,1/24/24 12:26,input_2_F2_Trial8_27C_20240124_122638.txt,71.7437722,0.24296206,0.03705137,Good,364,400
2,Trial8,27C,1/24/24 12:36,input_2_F2_Trial8_27C_20240124_123638.txt,83.6982968,0.16171706,0.02437977,Good,128,160
2,Trial8,27C,1/24/24 12:46,input_2_F2_Trial8_27C_20240124_124638.txt,68.0577849,0.30528797,0.04154443,Good,216,264
2,Trial8,27C,1/24/24 12:56,input_2_F2_Trial8_27C_20240124_125639.txt,67.6223431,0.27419211,0.03600319,Good,452,504
2,Trial8,27C,1/24/24 13:06,input_2_F2_Trial8_27C_20240124_130639.txt,60.3882099,0.4442998,0.07404997,Good,234,270
2,Trial8,27C,1/24/24 13:16,input_2_F2_Trial8_27C_20240124_131639.txt,20.3527816,1.4685757,0.28801139,Good,130,208
2,Trial8,27C,1/24/24 13:26,input_2_F2_Trial8_27C_20240124_132639.txt,6.93864439,4.03441144,1.27579292,Good,180,262
2,Trial8,27C,1/24/24 13:36,input_2_F2_Trial8_27C_20240124_133639.txt,3.29444063,9.92481108,4.43851045,Good,94,216
2,Trial8,27C,1/24/24 13:46,input_2_F2_Trial8_27C_20240124_134639.txt,100.778729,0.21570611,0.00690105,Flatline,0,582.075
2,Trial8,27C,1/24/24 13:56,input_2_F2_Trial8_27C_20240124_135639.txt,105.763763,0.19917885,0.00622434,Discard,0,582.075
2,Trial8,27C,1/24/24 14:06,input_2_F2_Trial8_27C_20240124_140639.txt,111.111111,0.1396424,0.03047247,Discard,0,11.875
3,Trial8,27C,1/24/24 11:26,input_3_F2_Trial8_27C_20240124_112638.txt,61.341853,0.129778,0.01718952,Good,102,158
3,Trial8,27C,1/24/24 11:36,input_3_F2_Trial8_27C_20240124_113638.txt,60.5769231,0.09938107,0.01515547,Good,422,464
3,Trial8,27C,1/24/24 11:46,input_3_F2_Trial8_27C_20240124_114638.txt,71.6619718,0.17524863,0.02384832,Good,410,456
3,Trial8,27C,1/24/24 11:56,input_3_F2_Trial8_27C_20240124_115638.txt,70.5114255,0.08425072,0.01136036,Good,420,468
3,Trial8,27C,1/24/24 12:06,input_3_F2_Trial8_27C_20240124_120638.txt,74.4186047,0.21607598,0.030868,Good,314,354
3,Trial8,27C,1/24/24 12:16,input_3_F2_Trial8_27C_20240124_121638.txt,74.106749,0.2453293,0.02911523,Good,260,318
3,Trial8,27C,1/24/24 12:26,input_3_F2_Trial8_27C_20240124_122638.txt,73.4586795,0.29646839,0.03518432,Good,192,250
3,Trial8,27C,1/24/24 12:36,input_3_F2_Trial8_27C_20240124_123638.txt,69.1703057,0.3573936,0.04366258,Good,220,278
3,Trial8,27C,1/24/24 12:46,input_3_F2_Trial8_27C_20240124_124638.txt,64.921466,0.39512832,0.04978149,Good,286,344
3,Trial8,27C,1/24/24 12:56,input_3_F2_Trial8_27C_20240124_125639.txt,75.6236324,0.1406094,0.01645709,Good,334,392
3,Trial8,27C,1/24/24 13:06,input_3_F2_Trial8_27C_20240124_130639.txt,46.8227425,0.602792,0.10046533,Good,242,288
