"Input","Trial","Treatment","time","heart_rate","sd","std_err","confidence","start","end"
"0","Trial16","27C",2024-01-30 12:01:26,50.8972267536705,0.119935880305331,0.0230816709265925,"Good",156,188
"0","Trial16","27C",2024-01-30 12:11:26,54.0888602704443,0.0838165263181119,0.0139694210530186,"Good",286,326
"0","Trial16","27C",2024-01-30 12:21:27,56.4885496183206,0.116013292704259,0.018819841212544,"Good",286,326
"0","Trial16","27C",2024-01-30 12:31:27,55.6790720154664,0.055361381264026,0.00790876875200371,"Good",344,398
"0","Trial16","27C",2024-01-30 12:41:27,55.1543007222587,0.0866813443722738,0.0144468907287123,"Good",256,296
"0","Trial16","27C",2024-01-30 12:51:27,62.9878869448182,0.0528138712200918,0.00835060625531531,"Good",294,332
"0","Trial16","27C",2024-01-30 13:01:27,57.0552147239264,0.0738623392622432,0.0130571402416584,"Good",190,224
"0","Trial16","27C",2024-01-30 13:11:27,80.7766990291262,0.0462666341209393,0.00635521095485988,"Good",382,422
"0","Trial16","27C",2024-01-30 13:21:27,82.5974025974026,0.15935681226083,0.0216857153930849,"Good",382,422
"0","Trial16","27C",2024-01-30 13:31:27,69.1703056768559,0.348068602281133,0.0596932728237449,"Good",236,266
"0","Trial16","27C",2024-01-30 13:41:27,42.5230333097094,0.550240477730724,0.107911035889138,"Good",176,212
"0","Trial16","27C",2024-01-30 13:51:27,2.52365930599369,2.19203102167827,1.26556970043796,"Good",472,566
"0","Trial16","27C",2024-01-30 14:01:28,3.07036247334755,1.65724419846121,0.828622099230604,"Good",58,124
"0","Trial16","27C",2024-01-30 14:11:28,0,0,0,"Zero",440,468
"0","Trial16","27C",2024-01-30 14:21:28,53.5813953488372,0.467531629171079,0.0935063258342158,"Discard",440,468
"0","Trial16","27C",2024-01-30 14:31:28,57.3594005684265,0.348899195353836,0.0147966217536687,"Discard",0,582.075
"0","Trial16","27C",2024-01-30 14:41:28,54.1149943630214,0.40885824450849,0.0638529301240624,"Discard",0,45.775
"1","Trial16","27C",2024-01-30 12:01:26,50.7339988256019,0.103995096801392,0.0170966885988714,"Good",252,296
"1","Trial16","27C",2024-01-30 12:11:26,54.0727902946274,0.0450202383639624,0.00711832470169069,"Good",252,296
"1","Trial16","27C",2024-01-30 12:21:27,55.026455026455,0.285367686676671,0.0451205930255783,"Good",252,296
"1","Trial16","27C",2024-01-30 12:31:27,64.4391408114559,0.0443243326475,0.00653526631080777,"Good",252,296
"1","Trial16","27C",2024-01-30 12:41:27,68.6915887850467,0.0767857142857111,0.0108591398539358,"Good",372,416
"1","Trial16","27C",2024-01-30 12:51:27,57.849196538937,0.328617108164923,0.0519589269949535,"Good",474,516
"1","Trial16","27C",2024-01-30 13:01:27,71.694417238002,0.178396010639315,0.0226563160075203,"Good",382,434
"1","Trial16","27C",2024-01-30 13:11:27,65.24002313476,0.122689092102753,0.0177086450880389,"Good",264,308
"1","Trial16","27C",2024-01-30 13:21:27,84.0875912408759,0.0312590566586488,0.00625181133172976,"Good",198,216
"1","Trial16","27C",2024-01-30 13:31:27,68.1718863801893,0.357815902347856,0.0565756617223807,"Good",246,282
"1","Trial16","27C",2024-01-30 13:41:27,82.3529411764707,0.19681700586562,0.0300143120116509,"Good",350,382
"1","Trial16","27C",2024-01-30 13:51:27,64.2140468227424,0.344625336184712,0.0492321908835303,"Good",512,558
"1","Trial16","27C",2024-01-30 14:01:28,27.7665995975855,1.58596160403906,0.323733056795137,"Good",482,536
"1","Trial16","27C",2024-01-30 14:11:28,5.6390977443609,3.876314293243,1.58249868351709,"Good",250,306
"1","Trial16","27C",2024-01-30 14:21:28,0,0,0,"Zero",326,352
"1","Trial16","27C",2024-01-30 14:31:28,73.8890802617981,0.280122420818186,0.0104686663793069,"Discard",0,582.075
"1","Trial16","27C",2024-01-30 14:41:28,65.8823529411765,0.399283211935254,0.0564671733546728,"Discard",0,45.775
"2","Trial16","27C",2024-01-30 12:01:26,62.240663900415,0.210539980367946,0.0412902872418307,"Good",184,210
"2","Trial16","27C",2024-01-30 12:11:26,60.7814761215629,0.0670742094983774,0.0111790349163962,"Good",224,260
"2","Trial16","27C",2024-01-30 12:21:27,65.2278177458033,0.118029819640729,0.0199506808508403,"Good",296,328
"2","Trial16","27C",2024-01-30 12:31:27,68.7378640776699,0.0527861935795003,0.00681466828810285,"Good",344,396
"2","Trial16","27C",2024-01-30 12:41:27,66.5676077265973,0.0853361858204947,0.011303053934776,"Good",344,396
"2","Trial16","27C",2024-01-30 12:51:27,71.6723549488055,0.0576946700158706,0.00684709761503821,"Good",100,160
"2","Trial16","27C",2024-01-30 13:01:27,60.7444168734492,0.123021598613779,0.0170600262227512,"Good",208,260
"2","Trial16","27C",2024-01-30 13:11:27,70.6170821413976,0.184261614362263,0.0215661907291703,"Good",300,362
"2","Trial16","27C",2024-01-30 13:21:27,77.4714189643578,0.175908703301356,0.0251298147573366,"Good",254,292
"2","Trial16","27C",2024-01-30 13:31:27,64.1368252271512,0.1855143154166,0.0259772001179956,"Good",38,86
"2","Trial16","27C",2024-01-30 13:41:27,79.6747967479674,0.0585485582526976,0.00828001651383562,"Good",228,266
"2","Trial16","27C",2024-01-30 13:51:27,75.6302521008404,0.204445647052879,0.0261765827645127,"Good",322,370
"2","Trial16","27C",2024-01-30 14:01:28,23.327615780446,1.11816962435201,0.263555107965374,"Good",322,370
"2","Trial16","27C",2024-01-30 14:11:28,0,0,0,"Zero",546,568
"2","Trial16","27C",2024-01-30 14:21:28,77.3827436481665,0.271189522717721,0.00989584623022898,"Discard",0,582.075
"2","Trial16","27C",2024-01-30 14:31:28,79.6419041060515,0.253469386880819,0.00912256285047139,"Discard",0,582.075
"2","Trial16","27C",2024-01-30 14:41:28,68.8073394495413,0.351441637387769,0.0492116725532286,"Discard",0,45.775
"3","Trial16","27C",2024-01-30 12:01:26,44.1281138790035,0.271698164279992,0.0480299035995798,"Good",238,282
"3","Trial16","27C",2024-01-30 12:11:26,42.8134556574924,0.0762018548926186,0.0127003091487698,"Good",12,62
"3","Trial16","27C",2024-01-30 12:21:27,53.6512667660209,0.112865567661874,0.0166411200785996,"Good",314,366
"3","Trial16","27C",2024-01-30 12:31:27,47.8859857482185,0.0577004409228795,0.00879923474830004,"Good",128,182
"3","Trial16","27C",2024-01-30 12:41:27,51.063829787234,0.153741222957167,0.0226679066544509,"Good",220,274
"3","Trial16","27C",2024-01-30 12:51:27,52.2321428571429,0.114125496186838,0.0180448253523635,"Good",146,192
"3","Trial16","27C",2024-01-30 13:01:27,55.0418638514743,0.0614901779692247,0.00768627224615309,"Good",288,358
"3","Trial16","27C",2024-01-30 13:11:27,64.3792888334373,0.0861417680814285,0.0129863601592687,"Good",188,230
"3","Trial16","27C",2024-01-30 13:21:27,66.2983425414365,0.0444665349141659,0.00655623289117465,"Good",322,364
"3","Trial16","27C",2024-01-30 13:31:27,72.5755995828988,0.0610331497798612,0.00794583930356964,"Good",160,210
"3","Trial16","27C",2024-01-30 13:41:27,72.7853152434158,0.147557460418569,0.0236281037169927,"Good",52,84
"3","Trial16","27C",2024-01-30 13:51:27,31.3725490196078,0.759509604093104,0.132213651556368,"Good",246,308
"3","Trial16","27C",2024-01-30 14:01:28,5.91497227356747,2.5119195017622,1.12336455198954,"Good",366,424
"3","Trial16","27C",2024-01-30 14:11:28,0,0,0,"Zero",272,290
"3","Trial16","27C",2024-01-30 14:21:28,44.4061071336151,0.451174912849352,0.0217575863264961,"Discard",0,582.075
"3","Trial16","27C",2024-01-30 14:31:28,43.5292090298122,0.440824583573372,0.0214590049748029,"Discard",0,582.075
"3","Trial16","27C",2024-01-30 14:41:28,38.9565217391304,0.677493312995368,0.125807349869366,"Discard",0,45.775
"4","Trial16","27C",2024-01-30 12:01:26,53.3772652388798,0.254524583356432,0.0481006250081034,"Good",378,410
"4","Trial16","27C",2024-01-30 12:11:26,58.0891719745223,0.0870122046343739,0.0139331036866127,"Good",328,368
"4","Trial16","27C",2024-01-30 12:21:27,59.963436928702,0.085052888854165,0.0131239456741511,"Good",388,430
"4","Trial16","27C",2024-01-30 12:31:27,63.2162661737524,0.109071252952151,0.0143217571526874,"Good",306,362
"4","Trial16","27C",2024-01-30 12:41:27,50.8374384236453,0.0671614391948878,0.0101249679177142,"Good",234,286
"4","Trial16","27C",2024-01-30 12:51:27,51.0228640192539,0.120092338687033,0.0163424973222628,"Good",104,168
