Input,Trial,Treatment,time,file,heart_rate,sd,std_err,confidence,start,end
0,Trial12,27C,1/26/24 9:54,input_0_F2_Trial12_27C_20240126_095411.txt,73.8955823,0.18773054,0.02738331,Good,268,306
0,Trial12,27C,1/26/24 10:04,input_0_F2_Trial12_27C_20240126_100411.txt,79.6900941,0.2183864,0.02796151,Good,500,546
0,Trial12,27C,1/26/24 10:14,input_0_F2_Trial12_27C_20240126_101411.txt,78.0763791,0.11416621,0.01183848,Good,228,300
0,Trial12,27C,1/26/24 10:24,input_0_F2_Trial12_27C_20240126_102411.txt,60,0.10425721,0.01237305,Good,228,300
0,Trial12,27C,1/26/24 10:34,input_0_F2_Trial12_27C_20240126_103411.txt,56.2041244,0.1006621,0.01220707,Good,228,300
0,Trial12,27C,1/26/24 10:44,input_0_F2_Trial12_27C_20240126_104411.txt,55.0739419,0.24247123,0.03575043,Good,60,110
0,Trial12,27C,1/26/24 10:54,input_0_F2_Trial12_27C_20240126_105411.txt,56.8115942,0.20281423,0.02868226,Good,208,262
0,Trial12,27C,1/26/24 11:04,input_0_F2_Trial12_27C_20240126_110411.txt,45.0532725,0.52716645,0.08551769,Good,444,496
0,Trial12,27C,1/26/24 11:14,input_0_F2_Trial12_27C_20240126_111411.txt,38.6740332,0.5998144,0.09996907,Good,0,56
0,Trial12,27C,1/26/24 11:24,input_0_F2_Trial12_27C_20240126_112412.txt,32.2147651,0.76959063,0.16793844,Good,88,128
0,Trial12,27C,1/26/24 11:34,input_0_F2_Trial12_27C_20240126_113412.txt,28.5535379,0.81118371,0.18138619,Good,102,144
0,Trial12,27C,1/26/24 11:44,input_0_F2_Trial12_27C_20240126_114412.txt,28.458498,0.82902317,0.19019096,Good,102,144
0,Trial12,27C,1/26/24 11:54,input_0_F2_Trial12_27C_20240126_115412.txt,32.5371207,0.72378799,0.15431212,Good,102,144
0,Trial12,27C,1/26/24 12:04,input_0_F2_Trial12_27C_20240126_120412.txt,6.07375271,8.28794844,2.93023227,Good,118,202
0,Trial12,27C,1/26/24 12:14,input_0_F2_Trial12_27C_20240126_121412.txt,57.1428571,0.35968736,0.04021427,Flatline,190,274
0,Trial12,27C,1/26/24 12:24,input_0_F2_Trial12_27C_20240126_122412.txt,63.446138,0.30000629,0.01209742,Discard,0,582.075
0,Trial12,27C,1/26/24 12:34,input_0_F2_Trial12_27C_20240126_123412.txt,61.0268949,0.31425363,0.02173738,Discard,0,205.775
1,Trial12,27C,1/26/24 9:54,input_1_F2_Trial12_27C_20240126_095411.txt,48.6075949,0.0470964,0.00941928,Good,132,164
1,Trial12,27C,1/26/24 10:04,input_1_F2_Trial12_27C_20240126_100411.txt,51.9922631,0.06248214,0.00827596,Good,74,140
1,Trial12,27C,1/26/24 10:14,input_1_F2_Trial12_27C_20240126_101411.txt,64.5614035,0.0329205,0.00393475,Good,74,140
1,Trial12,27C,1/26/24 10:24,input_1_F2_Trial12_27C_20240126_102411.txt,60.0938967,0.03417828,0.00423929,Good,74,140
1,Trial12,27C,1/26/24 10:34,input_1_F2_Trial12_27C_20240126_103411.txt,68.0652681,0.04350674,0.00505756,Good,74,140
