Input,Trial,Treatment,date,temperature,Heartrate,sd,std_err,confidence,recording_length,time,start,end
0,Trial3,22C,1/18/24 9:59,22.44,33.442623,0.67497277,0.15909261,Good,32,1/18/24 10:01,128,160
0,Trial3,22C,1/18/24 10:09,23.443,37.337943,0.44107202,0.10118886,Good,32,1/18/24 10:11,128,160
0,Trial3,22C,1/18/24 10:19,24.612,49.0322581,0.29517215,0.04726537,Good,48,1/18/24 10:22,210,258
0,Trial3,22C,1/18/24 10:29,25.48,50.4874295,0.40528144,0.06253628,Good,50,1/18/24 10:31,136,186
0,Trial3,22C,1/18/24 10:39,26.594,51.1755057,0.26481094,0.04187029,Good,48,1/18/24 10:43,218,266
0,Trial3,22C,1/18/24 10:49,27.49,54.4629349,0.16535087,0.02437966,Good,50,1/18/24 10:52,160,210
0,Trial3,22C,1/18/24 10:59,28.506,58.0957504,0.24313426,0.03584819,Good,48,1/18/24 11:01,126,174
0,Trial3,22C,1/18/24 11:09,30.089,61.2765957,0.1896316,0.03792632,Good,24,1/18/24 11:17,524,548
0,Trial3,22C,1/18/24 11:19,30.677,66.1899898,0.15200465,0.02872618,Good,26,1/18/24 11:23,286,312
0,Trial3,22C,1/18/24 11:29,31.246,59.1549296,0.20664293,0.02737052,Good,58,1/18/24 11:29,24,82
0,Trial3,22C,1/18/24 11:39,32.717,62.3115578,0.2777042,0.04909163,Good,32,1/18/24 11:45,358,390
0,Trial3,22C,1/18/24 11:49,33.308,57.9234973,0.42962723,0.05846486,Unsure,56,1/18/24 11:50,72,128
0,Trial3,22C,1/18/24 11:59,34.444,60.7808653,0.47413734,0.05549358,Unsure,72,1/18/24 12:02,190,262
0,Trial3,22C,1/18/24 12:09,35.15,55.2529183,0.47978292,0.05654296,Unsure,78,1/18/24 12:10,32,110
0,Trial3,22C,1/18/24 12:19,36.461,29.5233214,0.62868389,0.12573678,Unsure,50,1/18/24 12:23,234,284
0,Trial3,22C,1/18/24 12:29,37.786,23.2424677,0.92535317,0.17487531,Unsure,72,1/18/24 12:35,362,434
0,Trial3,22C,1/18/24 12:39,38.463,3.97515528,3.13776559,1.40325143,Good,82,1/18/24 12:42,184,266
0,Trial3,22C,1/18/24 12:49,39.507,62.8037383,0.35608039,0.03862234,Flatline,82,1/18/24 12:53,254,336
0,Trial3,22C,1/18/24 12:59,40.529,65.0241213,0.33375016,0.01329692,Discard,582.075,03:51.0,0,582.075
0,Trial3,22C,1/18/24 13:09,41.527,66.861867,0.30269822,0.01189111,Discard,582.075,13:51.0,0,582.075
0,Trial3,22C,1/18/24 13:19,42.424,65.4336368,0.30105109,0.01260964,Discard,523.775,23:21.9,0,523.775
1,Trial3,22C,1/18/24 9:59,22.411,39.2226148,0.08991467,0.01458608,Good,58,1/18/24 9:59,6,64
1,Trial3,22C,1/18/24 10:09,23.564,44.1717791,0.05755874,0.00877763,Good,58,1/18/24 10:10,80,138
1,Trial3,22C,1/18/24 10:19,24.512,49.69163,0.16251379,0.02345684,Good,58,1/18/24 10:21,94,152
1,Trial3,22C,1/18/24 10:29,25.539,50.2449889,0.13921488,0.02009394,Good,58,1/18/24 10:30,90,148
1,Trial3,22C,1/18/24 10:39,26.548,52.2434474,0.14625607,0.02068373,Good,58,1/18/24 10:41,110,168
1,Trial3,22C,1/18/24 10:49,27.67,55.5902004,0.15645594,0.02149088,Good,58,1/18/24 10:51,140,198
1,Trial3,22C,1/18/24 10:59,28.861,60.397351,0.09619158,0.01263057,Good,58,1/18/24 11:03,236,294
1,Trial3,22C,1/18/24 11:09,30.042,61.8340611,0.13657404,0.01763163,Good,58,1/18/24 11:15,368,426
1,Trial3,22C,1/18/24 11:19,31.084,58.021978,0.08113256,0.01084179,Good,58,1/18/24 11:26,432,490
1,Trial3,22C,1/18/24 11:29,31.733,73.6196319,0.09949146,0.01180746,Good,58,1/18/24 11:32,182,240
1,Trial3,22C,1/18/24 11:39,32.705,65.2059597,0.20465078,0.02578357,Good,58,1/18/24 11:43,220,278
1,Trial3,22C,1/18/24 11:49,33.722,79.3301014,0.14373712,0.01648778,Good,58,1/18/24 11:52,198,256
1,Trial3,22C,1/18/24 11:59,34.544,86.271113,0.14351556,0.01565883,Good,58,1/18/24 12:02,154,212
1,Trial3,22C,1/18/24 12:09,35.536,44.1453567,0.24055639,0.03711866,Good,58,1/18/24 12:11,134,192
1,Trial3,22C,1/18/24 12:19,36.53,30.0278035,0.7551721,0.14271411,Good,58,1/18/24 12:21,134,192
1,Trial3,22C,1/18/24 12:29,37.87,5.58510638,8.80697775,3.11373685,Good,112,1/18/24 12:34,286,398
1,Trial3,22C,1/18/24 12:39,39.099,29.4220665,0.67156768,0.11192795,Good,72,1/18/24 12:47,484,556
1,Trial3,22C,1/18/24 12:49,39.439,17.0978628,2.0461042,0.45752281,Good,80,1/18/24 12:51,100,180
1,Trial3,22C,1/18/24 12:59,40.513,4.25343376,13.6853689,6.12028305,Flatline,80,1/18/24 13:01,112,192
1,Trial3,22C,1/18/24 13:09,41.683,47.4745733,0.4158294,0.01938815,Discard,582.075,13:51.0,0,582.075
1,Trial3,22C,1/18/24 13:19,42.626,47.643251,0.43010741,0.02111314,Discard,523.775,23:21.9,0,523.775
2,Trial3,22C,1/18/24 9:59,22.748,50.1583281,0.16560981,0.02840185,Good,40,1/18/24 10:04,306,346
2,Trial3,22C,1/18/24 10:09,24.008,55.0518842,0.10693335,0.01630718,Good,46,1/18/24 10:17,514,560
2,Trial3,22C,1/18/24 10:19,24.397,53.5585042,0.19559718,0.03173005,Good,42,1/18/24 10:22,160,202
2,Trial3,22C,1/18/24 10:29,25.656,66.4206642,0.23352535,0.03443143,Good,42,1/18/24 10:35,360,402
2,Trial3,22C,1/18/24 10:39,26.697,69.5866749,0.10011845,0.01445085,Good,42,1/18/24 10:45,360,402
2,Trial3,22C,1/18/24 10:49,27.326,73.3686067,0.17561772,0.02412295,Good,44,1/18/24 10:50,96,140
2,Trial3,22C,1/18/24 10:59,28.314,77.5956284,0.21926517,0.02584065,Good,56,1/18/24 11:01,96,152
2,Trial3,22C,1/18/24 11:09,29.491,76.9559641,0.24655372,0.02828165,Good,60,1/18/24 11:12,206,266
2,Trial3,22C,1/18/24 11:19,30.476,78.5894207,0.28217305,0.03174695,Good,60,1/18/24 11:22,206,266
2,Trial3,22C,1/18/24 11:29,31.77,80.910683,0.14040651,0.01589791,Good,58,1/18/24 11:35,380,438
2,Trial3,22C,1/18/24 11:39,32.367,86.0557769,0.07048368,0.01332016,Good,20,1/18/24 11:42,184,204
2,Trial3,22C,1/18/24 11:49,33.43,70.7404745,0.22765038,0.03512722,Good,36,1/18/24 11:52,178,214
2,Trial3,22C,1/18/24 11:59,34.456,99.047619,0.13929227,0.01913327,Good,32,1/18/24 12:03,232,264
2,Trial3,22C,1/18/24 12:09,35.574,86.8607396,0.33313989,0.04859345,Good,32,1/18/24 12:13,268,300
2,Trial3,22C,1/18/24 12:19,36.574,81.8991098,0.17824225,0.02130402,Good,52,1/18/24 12:23,254,306
2,Trial3,22C,1/18/24 12:29,37.62,9.20785376,4.87157685,1.14824168,Good,116,1/18/24 12:33,224,340
2,Trial3,22C,1/18/24 12:39,38.53,7.57439134,5.38685952,1.39088115,Good,116,1/18/24 12:43,224,340
2,Trial3,22C,1/18/24 12:49,39.572,2.90556901,1.83192181,0.74787895,Good,116,1/18/24 12:53,224,340
2,Trial3,22C,1/18/24 12:59,40.618,84.0365376,0.23222505,0.01824532,Flatline,116,1/18/24 13:04,286,402
2,Trial3,22C,1/18/24 13:09,41.521,81.3384371,0.24376756,0.00867836,Discard,582.075,13:51.0,0,582.075
2,Trial3,22C,1/18/24 13:19,42.48,83.8904031,0.23898348,0.00883308,Discard,523.775,23:21.9,0,523.775
3,Trial3,22C,1/18/24 9:59,22.864,63.3204633,0.12447451,0.01920683,Good,40,1/18/24 10:07,494,534
3,Trial3,22C,1/18/24 10:09,23.582,65.3061224,0.08041359,0.01255849,Good,38,1/18/24 10:14,314,352
3,Trial3,22C,1/18/24 10:19,24.546,68.0161943,0.05876932,0.00896224,Good,38,1/18/24 10:24,314,352
3,Trial3,22C,1/18/24 10:29,25.494,70.2040816,0.06529599,0.00984374,Good,38,1/18/24 10:34,314,352
3,Trial3,22C,1/18/24 10:39,26.532,78.5811733,0.12984835,0.01854976,Good,38,1/18/24 10:44,314,352
3,Trial3,22C,1/18/24 10:49,27.546,89.3098782,0.14386003,0.0192241,Good,38,1/18/24 10:54,324,362
3,Trial3,22C,1/18/24 10:59,28.526,94.4369064,0.07752115,0.01009239,Good,38,1/18/24 11:04,324,362
3,Trial3,22C,1/18/24 11:09,29.237,94.5891784,0.18098737,0.02336537,Good,38,1/18/24 11:11,144,182
3,Trial3,22C,1/18/24 11:19,30.103,96.3855422,0.14701537,0.02058627,Good,32,1/18/24 11:21,126,158
3,Trial3,22C,1/18/24 11:29,31.082,95.1625694,0.20449602,0.02863517,Good,32,1/18/24 11:31,126,158
3,Trial3,22C,1/18/24 11:39,32.47,100.321543,0.15346058,0.02107943,Good,32,1/18/24 11:45,348,380
3,Trial3,22C,1/18/24 11:49,33.399,70.5505077,0.20158463,0.02693788,Good,48,1/18/24 11:53,250,298
3,Trial3,22C,1/18/24 11:59,34.686,92.8283642,0.25290806,0.03612972,Good,32,1/18/24 12:07,478,510
3,Trial3,22C,1/18/24 12:09,35.637,100.402253,0.21908117,0.03009311,Good,32,1/18/24 12:16,460,492
3,Trial3,22C,1/18/24 12:19,36.292,104.878049,0.15031805,0.0226613,Good,26,1/18/24 12:22,206,232
3,Trial3,22C,1/18/24 12:29,37.436,87.2914875,0.22337426,0.00767523,Flatline,582.075,33:51.0,0,582.075
3,Trial3,22C,1/18/24 12:39,38.339,68.3531234,0.39249017,0.01524306,Discard,582.075,43:51.0,0,582.075
3,Trial3,22C,1/18/24 12:49,39.399,87.2483221,0.255095,0.00877035,Discard,582.075,53:51.0,0,582.075
3,Trial3,22C,1/18/24 12:59,40.356,90.5679862,0.23683554,0.00799281,Discard,582.075,03:51.0,0,582.075
3,Trial3,22C,1/18/24 13:09,41.322,92.6529384,0.21352435,0.00712144,Discard,582.075,13:51.0,0,582.075
3,Trial3,22C,1/18/24 13:19,42.306,92.7752294,0.21240918,0.0074633,Discard,523.775,23:21.9,0,523.775
4,Trial3,22C,1/18/24 9:59,22.374,65.5889145,0.05615309,0.0066177,Good,66,1/18/24 10:03,240,306
4,Trial3,22C,1/18/24 10:09,23.117,69.0923631,0.09858087,0.01153802,Good,64,1/18/24 10:11,104,168
4,Trial3,22C,1/18/24 10:19,24.526,73.7704918,0.08192504,0.00939745,Good,62,1/18/24 10:25,364,426
4,Trial3,22C,1/18/24 10:29,25.212,75.5279503,0.12797127,0.01458368,Good,62,1/18/24 10:32,178,240
4,Trial3,22C,1/18/24 10:39,26.435,81.0744811,0.10627706,0.01159578,Good,62,1/18/24 10:44,322,384
4,Trial3,22C,1/18/24 10:49,27.038,85.398773,0.15026947,0.01956342,Good,42,1/18/24 10:50,80,122
4,Trial3,22C,1/18/24 10:59,28.737,94.2169692,0.11735256,0.01210399,Good,60,1/18/24 11:08,514,574
4,Trial3,22C,1/18/24 11:09,29.137,97.5691534,0.10311931,0.01041662,Good,60,1/18/24 11:11,146,206
4,Trial3,22C,1/18/24 11:19,30.181,103.952902,0.10444219,0.0102414,Good,60,1/18/24 11:23,220,280
4,Trial3,22C,1/18/24 11:29,30.893,108.025478,0.08542643,0.00825848,Good,60,1/18/24 11:29,16,76
4,Trial3,22C,1/18/24 11:39,31.85,106.365834,0.12367479,0.01652674,Good,32,1/18/24 11:39,26,58
4,Trial3,22C,1/18/24 11:49,33.291,103.750795,0.16287439,0.01960777,Good,40,1/18/24 11:53,250,290
4,Trial3,22C,1/18/24 11:59,33.853,116.624041,0.05675432,0.00646775,Good,40,1/18/24 12:00,58,98
4,Trial3,22C,1/18/24 12:09,35.133,117.450097,0.12036995,0.01371743,Good,40,1/18/24 12:13,224,264
4,Trial3,22C,1/18/24 12:19,35.906,101.37931,0.23022791,0.03255914,Good,30,1/18/24 12:21,120,150
4,Trial3,22C,1/18/24 12:29,36.962,39.4202899,0.59960158,0.14132745,Good,30,1/18/24 12:31,120,150
4,Trial3,22C,1/18/24 12:39,38.287,13.5867368,1.57747386,0.407302,Good,72,1/18/24 12:44,300,372
4,Trial3,22C,1/18/24 12:49,38.938,6.56506448,2.43532412,0.8610171,Good,76,1/18/24 12:51,106,182
4,Trial3,22C,1/18/24 12:59,40.262,79.2710706,0.30134178,0.03923136,Flatline,46,1/18/24 13:04,306,352
4,Trial3,22C,1/18/24 13:09,41.11,84.8516129,0.22771803,0.00793775,Discard,582.075,13:51.0,0,582.075
4,Trial3,22C,1/18/24 13:19,42.129,81.4084777,0.25001941,0.00938306,Discard,523.775,23:21.9,0,523.775
5,Trial3,22C,1/18/24 9:59,22.305,52.6066351,0.17071656,0.02769388,Good,44,1/18/24 10:00,92,136
5,Trial3,22C,1/18/24 10:09,23.471,55.5877244,0.15585656,0.0243407,Good,44,1/18/24 10:12,206,250
5,Trial3,22C,1/18/24 10:19,24.426,60.9568813,0.17457629,0.02631837,Good,44,1/18/24 10:22,206,250
5,Trial3,22C,1/18/24 10:29,25.39,68.0555556,0.11131032,0.01574166,Good,44,1/18/24 10:32,206,250
5,Trial3,22C,1/18/24 10:39,26.62,61.641541,0.19223844,0.02804086,Good,46,1/18/24 10:44,332,378
5,Trial3,22C,1/18/24 10:49,27.528,74.1532977,0.09129097,0.01253978,Good,44,1/18/24 10:54,286,330
5,Trial3,22C,1/18/24 10:59,28.932,83.1284916,0.10504525,0.01323446,Good,46,1/18/24 11:07,482,528
5,Trial3,22C,1/18/24 11:09,29.714,72.6409496,0.1345326,0.01865631,Good,44,1/18/24 11:15,372,416
5,Trial3,22C,1/18/24 11:19,30.809,88.1118881,0.11489075,0.01436134,Good,44,1/18/24 11:27,460,504
5,Trial3,22C,1/18/24 11:29,31.595,80,0.07463361,0.00971647,Good,44,1/18/24 11:34,326,370
5,Trial3,22C,1/18/24 11:39,32.095,76.1268781,0.11573766,0.0151971,Good,46,1/18/24 11:39,36,82
5,Trial3,22C,1/18/24 11:49,33.426,53.7931034,0.12904978,0.02483564,Good,30,1/18/24 11:52,218,248
5,Trial3,22C,1/18/24 11:59,34.894,83.286119,0.07318524,0.01034996,Good,36,1/18/24 12:07,494,530
5,Trial3,22C,1/18/24 12:09,35.188,83.1749581,0.10410103,0.0131155,Good,46,1/18/24 12:10,84,130
5,Trial3,22C,1/18/24 12:19,36.168,61.3287905,0.26504174,0.0476029,Good,30,1/18/24 12:20,90,120
5,Trial3,22C,1/18/24 12:29,37.75,11.4732725,2.0897912,0.60327076,Unsure,62,1/18/24 12:37,462,524
5,Trial3,22C,1/18/24 12:39,38.753,7.98403194,4.22127877,1.27276344,Flatline,88,1/18/24 12:47,456,544
5,Trial3,22C,1/18/24 12:49,39.484,70.415143,0.27266603,0.01043328,Discard,582.075,53:51.0,0,582.075
5,Trial3,22C,1/18/24 12:59,40.438,74.9257202,0.25958868,0.00963424,Discard,582.075,03:51.0,0,582.075
5,Trial3,22C,1/18/24 13:09,41.371,73.6285014,0.270065,0.01010693,Discard,582.075,13:51.0,0,582.075
5,Trial3,22C,1/18/24 13:19,42.397,72.3029839,0.27231923,0.01084086,Discard,523.775,23:21.9,0,523.775
