"","input 0 Last (C)","input 1 Last (C)","input 2 Last (C)","input 3 Last (C)","input 4 Last (C)","input 5 Last (C)"
"2024-01-23T11:56:44-05:00","27.240","27.215","27.043","26.847","26.783","26.897"
"2024-01-23T11:57:44-05:00","27.252","27.220","27.057","26.868","26.809","26.935"
"2024-01-23T11:58:44-05:00","27.274","27.233","27.082","26.903","26.847","26.985"
"2024-01-23T11:59:44-05:00","27.291","27.251","27.109","26.937","26.878","27.031"
"2024-01-23T12:00:44-05:00","27.297","27.259","27.121","26.957","26.888","27.056"
"2024-01-23T12:01:44-05:00","27.291","27.252","27.118","26.954","26.887","27.061"
"2024-01-23T12:02:44-05:00","27.315","27.276","27.139","26.977","26.910","27.091"
"2024-01-23T12:03:44-05:00","27.368","27.334","27.182","27.028","26.965","27.144"
"2024-01-23T12:04:44-05:00","27.445","27.410","27.248","27.103","27.048","27.221"
"2024-01-23T12:05:44-05:00","27.524","27.494","27.314","27.185","27.130","27.299"
"2024-01-23T12:06:44-05:00","27.619","27.592","27.391","27.280","27.229","27.391"
"2024-01-23T12:07:44-05:00","27.712","27.688","27.470","27.372","27.324","27.481"
"2024-01-23T12:08:44-05:00","27.814","27.789","27.560","27.469","27.427","27.576"
"2024-01-23T12:09:44-05:00","27.910","27.889","27.643","27.565","27.525","27.669"
"2024-01-23T12:10:44-05:00","28.012","27.994","27.718","27.663","27.626","27.766"
"2024-01-23T12:11:44-05:00","28.118","28.106","27.821","27.770","27.739","27.872"
"2024-01-23T12:12:44-05:00","28.221","28.218","27.925","27.876","27.847","27.979"
"2024-01-23T12:13:44-05:00","28.319","28.316","28.022","27.971","27.949","28.079"
"2024-01-23T12:14:44-05:00","28.427","28.426","28.126","28.072","28.051","28.182"
"2024-01-23T12:15:44-05:00","28.515","28.537","28.231","28.173","28.149","28.286"
"2024-01-23T12:16:44-05:00","28.621","28.648","28.340","28.278","28.254","28.391"
"2024-01-23T12:17:44-05:00","28.723","28.744","28.437","28.368","28.356","28.485"
"2024-01-23T12:18:44-05:00","28.833","28.847","28.540","28.469","28.468","28.582"
"2024-01-23T12:19:44-05:00","28.946","28.955","28.648","28.572","28.578","28.685"
"2024-01-23T12:20:44-05:00","29.053","29.058","28.752","28.672","28.681","28.781"
"2024-01-23T12:21:44-05:00","29.171","29.172","28.867","28.785","28.794","28.891"
"2024-01-23T12:22:44-05:00","29.270","29.269","28.967","28.882","28.886","28.984"
"2024-01-23T12:23:44-05:00","29.375","29.377","29.077","28.989","28.982","29.087"
"2024-01-23T12:24:44-05:00","29.478","29.482","29.180","29.093","29.076","29.186"
"2024-01-23T12:25:44-05:00","29.586","29.588","29.288","29.198","29.173","29.290"
"2024-01-23T12:26:44-05:00","29.682","29.688","29.390","29.294","29.271","29.391"
"2024-01-23T12:27:44-05:00","29.778","29.790","29.490","29.394","29.362","29.491"
"2024-01-23T12:28:44-05:00","29.883","29.885","29.589","29.488","29.462","29.590"
"2024-01-23T12:29:44-05:00","29.978","29.985","29.689","29.586","29.561","29.693"
"2024-01-23T12:30:44-05:00","30.077","30.082","29.783","29.679","29.643","29.786"
"2024-01-23T12:31:44-05:00","30.183","30.183","29.886","29.780","29.729","29.885"
"2024-01-23T12:32:44-05:00","30.287","30.290","29.993","29.882","29.835","29.990"
"2024-01-23T12:33:44-05:00","30.384","30.385","30.091","29.982","29.931","30.091"
"2024-01-23T12:34:44-05:00","30.483","30.483","30.191","30.079","30.031","30.192"
"2024-01-23T12:35:44-05:00","30.578","30.579","30.286","30.172","30.131","30.286"
"2024-01-23T12:36:44-05:00","30.673","30.671","30.381","30.266","30.226","30.379"
"2024-01-23T12:37:44-05:00","30.770","30.768","30.479","30.365","30.321","30.477"
"2024-01-23T12:38:44-05:00","30.879","30.874","30.586","30.468","30.427","30.583"
"2024-01-23T12:39:44-05:00","30.975","30.973","30.685","30.566","30.523","30.683"
"2024-01-23T12:40:44-05:00","31.070","31.070","30.782","30.658","30.622","30.783"
"2024-01-23T12:41:44-05:00","31.155","31.161","30.876","30.746","30.718","30.877"
"2024-01-23T12:42:44-05:00","31.259","31.263","30.978","30.851","30.814","30.978"
"2024-01-23T12:43:44-05:00","31.364","31.361","31.078","30.950","30.913","31.079"
"2024-01-23T12:44:44-05:00","31.470","31.464","31.180","31.049","31.016","31.183"
"2024-01-23T12:45:44-05:00","31.576","31.567","31.282","31.157","31.119","31.283"
"2024-01-23T12:46:44-05:00","31.676","31.670","31.384","31.253","31.216","31.381"
"2024-01-23T12:47:44-05:00","31.782","31.778","31.493","31.359","31.320","31.487"
"2024-01-23T12:48:44-05:00","31.882","31.881","31.596","31.464","31.424","31.587"
"2024-01-23T12:49:44-05:00","31.979","31.979","31.696","31.561","31.526","31.682"
"2024-01-23T12:50:44-05:00","32.081","32.083","31.798","31.665","31.624","31.783"
"2024-01-23T12:51:44-05:00","32.166","32.174","31.892","31.757","31.717","31.877"
"2024-01-23T12:52:44-05:00","32.275","32.282","31.995","31.858","31.821","31.977"
"2024-01-23T12:53:44-05:00","32.382","32.392","32.103","31.972","31.925","32.081"
"2024-01-23T12:54:44-05:00","32.483","32.487","32.203","32.065","32.018","32.178"
"2024-01-23T12:55:44-05:00","32.574","32.580","32.295","32.156","32.109","32.271"
"2024-01-23T12:56:44-05:00","32.662","32.677","32.392","32.254","32.206","32.366"
"2024-01-23T12:57:44-05:00","32.756","32.781","32.495","32.349","32.308","32.469"
"2024-01-23T12:58:44-05:00","32.838","32.884","32.597","32.454","32.415","32.573"
"2024-01-23T12:59:44-05:00","32.945","32.985","32.698","32.549","32.516","32.673"
"2024-01-23T13:00:44-05:00","33.044","33.090","32.803","32.650","32.616","32.778"
"2024-01-23T13:01:44-05:00","33.130","33.182","32.900","32.754","32.708","32.877"
"2024-01-23T13:02:44-05:00","33.230","33.277","32.997","32.843","32.806","32.976"
"2024-01-23T13:03:44-05:00","33.316","33.371","33.093","32.944","32.900","33.072"
"2024-01-23T13:04:44-05:00","33.406","33.460","33.184","33.035","32.994","33.165"
"2024-01-23T13:05:44-05:00","33.493","33.552","33.274","33.133","33.092","33.259"
"2024-01-23T13:06:44-05:00","33.590","33.652","33.374","33.229","33.196","33.361"
"2024-01-23T13:07:44-05:00","33.687","33.748","33.470","33.333","33.291","33.457"
"2024-01-23T13:08:44-05:00","33.777","33.848","33.570","33.428","33.392","33.561"
"2024-01-23T13:09:44-05:00","33.878","33.945","33.671","33.523","33.494","33.666"
"2024-01-23T13:10:44-05:00","33.973","34.034","33.761","33.618","33.583","33.756"
"2024-01-23T13:11:44-05:00","34.075","34.133","33.859","33.706","33.679","33.856"
"2024-01-23T13:12:44-05:00","34.167","34.230","33.959","33.808","33.782","33.959"
"2024-01-23T13:13:44-05:00","34.265","34.329","34.060","33.901","33.885","34.061"
"2024-01-23T13:14:44-05:00","34.367","34.430","34.162","34.001","33.988","34.160"
"2024-01-23T13:15:44-05:00","34.468","34.540","34.266","34.103","34.094","34.265"
"2024-01-23T13:16:44-05:00","34.576","34.643","34.368","34.206","34.196","34.367"
"2024-01-23T13:17:44-05:00","34.683","34.743","34.467","34.303","34.299","34.463"
"2024-01-23T13:18:44-05:00","34.788","34.849","34.569","34.397","34.397","34.560"
"2024-01-23T13:19:44-05:00","34.895","34.954","34.674","34.509","34.497","34.660"
"2024-01-23T13:20:44-05:00","35.006","35.054","34.770","34.588","34.589","34.752"
