"file","heart_rate","sd","std_err","confidence","start","end"
"input_0_F2_Trial8_27C_20240124_112638.txt",32.4941603944978,0.720623693063293,0.0406671476905769,"Discard",0,582.075
"input_0_F2_Trial8_27C_20240124_113638.txt",38.5945246820436,0.616051853033953,0.0318552829602478,"Discard",0,582.075
"input_0_F2_Trial8_27C_20240124_114638.txt",41.2332070272132,0.540166123289972,0.0270083061644986,"Discard",0,582.075
"input_0_F2_Trial8_27C_20240124_115638.txt",37.8947368421053,0.60531228967908,0.031597044322354,"Discard",0,582.075
"input_0_F2_Trial8_27C_20240124_120638.txt",35.5295434006111,0.578626792330515,0.0311522193036718,"Discard",0,582.075
"input_0_F2_Trial8_27C_20240124_121638.txt",34.1581588510123,0.666822529704889,0.0367073721487489,"Discard",0,582.075
"input_0_F2_Trial8_27C_20240124_122638.txt",33.9471301047911,0.718496240807925,0.039611980014307,"Discard",0,582.075
"input_0_F2_Trial8_27C_20240124_123638.txt",32.6058828603468,0.742208985762199,0.0417525174919813,"Discard",0,582.075
"input_0_F2_Trial8_27C_20240124_124638.txt",30.2551482968527,0.742398610502887,0.0433713899217298,"Discard",0,582.075
"input_0_F2_Trial8_27C_20240124_125639.txt",31.6647264260768,0.82491185496799,0.0470802063039716,"Discard",0,582.075
"input_0_F2_Trial8_27C_20240124_130639.txt",31.0384963572876,0.683592401674894,0.0394016109940833,"Discard",0,582.075
"input_0_F2_Trial8_27C_20240124_131639.txt",29.0368577971741,0.84784065328427,0.0505779330077485,"Discard",0,582.075
"input_0_F2_Trial8_27C_20240124_132639.txt",30.6881506760551,0.757874521519729,0.0439763400715668,"Discard",0,582.075
"input_0_F2_Trial8_27C_20240124_133639.txt",31.7435698591185,0.786670651377223,0.0448247204574136,"Discard",0,582.075
"input_0_F2_Trial8_27C_20240124_134639.txt",33.479721002325,0.64166465628999,0.0355931510754852,"Discard",0,582.075
"input_0_F2_Trial8_27C_20240124_135639.txt",-1,-1,-1,"Good",12,12
"input_0_F2_Trial8_27C_20240124_140639.txt",41.4985590778098,0.329171940886016,0.124415299166407,"Discard",0,11.875
"input_1_F2_Trial8_27C_20240124_112638.txt",61.9718309859155,0.08597543190804,0.0179271168076089,"Good",448,470
"input_1_F2_Trial8_27C_20240124_113638.txt",67.6789587852494,0.116023870223065,0.0223288042352362,"Good",474,498
"input_1_F2_Trial8_27C_20240124_114638.txt",63.4525660964231,0.30516206500482,0.0515818035241128,"Good",390,424
"input_1_F2_Trial8_27C_20240124_115638.txt",56.5393988627132,0.128449928907936,0.0234516411909371,"Good",368,400
"input_1_F2_Trial8_27C_20240124_120638.txt",53.4653465346534,0.268125018677903,0.0506708656925914,"Good",308,340
"input_1_F2_Trial8_27C_20240124_121638.txt",27.7580071174377,0.926747828948923,0.178352702838187,"Good",310,368
"input_1_F2_Trial8_27C_20240124_122638.txt",59.0604026845637,0.101049685605845,0.0210703159847543,"Good",480,504
"input_1_F2_Trial8_27C_20240124_123638.txt",31.1688311688312,0.86902243929602,0.167243446419794,"Good",340,392
"input_1_F2_Trial8_27C_20240124_124638.txt",21.7884702678166,0.890825866083951,0.194394141064491,"Good",252,312
"input_1_F2_Trial8_27C_20240124_125639.txt",24.6268656716418,1.05459492438825,0.304435331740784,"Good",114,144
"input_1_F2_Trial8_27C_20240124_130639.txt",3.74414976599064,3.07591449816146,1.77588006351779,"Good",308,352
"input_1_F2_Trial8_27C_20240124_131639.txt",5.36113179448995,13.3238820669253,6.66194103346264,"Good",192,246
"input_1_F2_Trial8_27C_20240124_132639.txt",9.76006506710045,3.08318580728154,0.929615498336534,"Good",294,358
"input_1_F2_Trial8_27C_20240124_133639.txt",6.18025751072961,3.67105797647854,1.38752949346603,"Good",64,132
"input_1_F2_Trial8_27C_20240124_134639.txt",93.421052631579,0.226131738993627,0.0266498810139834,"Flatline",348,396
"input_1_F2_Trial8_27C_20240124_135639.txt",93.605676198667,0.219536165266871,0.00728556353134431,"Discard",0,582.075
"input_1_F2_Trial8_27C_20240124_140639.txt",102.242152466368,0.180733156017955,0.0404131622644223,"Discard",0,11.875
