"","Input 0 Last (C)","Input 1 Last (C)","Input 2 Last (C)","Input 3 Last (C)","Input 4 Last (C)","Input 5 Last (C)"
"2024-01-16T10:39:52-05:00","22.428","22.398","22.317","22.136","22.074","22.261"
"2024-01-16T10:40:52-05:00","22.424","22.391","22.307","22.126","22.064","22.253"
"2024-01-16T10:41:52-05:00","22.427","22.393","22.311","22.131","22.064","22.258"
"2024-01-16T10:42:52-05:00","22.436","22.400","22.317","22.143","22.073","22.263"
"2024-01-16T10:43:52-05:00","22.436","22.400","22.317","22.143","22.074","22.264"
"2024-01-16T10:44:52-05:00","22.440","22.402","22.320","22.128","22.079","22.268"
"2024-01-16T10:45:52-05:00","22.455","22.410","22.330","22.150","22.094","22.288"
"2024-01-16T10:46:52-05:00","22.507","22.448","22.380","22.203","22.145","22.332"
"2024-01-16T10:47:52-05:00","22.577","22.503","22.453","22.264","22.211","22.402"
"2024-01-16T10:48:52-05:00","22.656","22.570","22.536","22.332","22.284","22.484"
"2024-01-16T10:49:52-05:00","22.737","22.643","22.620","22.408","22.361","22.574"
"2024-01-16T10:50:52-05:00","22.833","22.733","22.717","22.498","22.454","22.667"
"2024-01-16T10:51:52-05:00","22.927","22.819","22.809","22.587","22.544","22.757"
"2024-01-16T10:52:52-05:00","23.018","22.892","22.894","22.667","22.628","22.847"
"2024-01-16T10:53:52-05:00","23.124","22.993","23.000","22.771","22.731","22.957"
"2024-01-16T10:54:52-05:00","23.218","23.076","23.091","22.859","22.823","23.046"
"2024-01-16T10:55:52-05:00","23.316","23.173","23.193","22.961","22.921","23.153"
"2024-01-16T10:56:52-05:00","23.418","23.269","23.293","23.056","23.020","23.248"
"2024-01-16T10:57:52-05:00","23.513","23.359","23.379","23.147","23.102","23.342"
"2024-01-16T10:58:52-05:00","23.612","23.455","23.480","23.250","23.199","23.444"
"2024-01-16T10:59:52-05:00","23.710","23.554","23.574","23.350","23.303","23.545"
"2024-01-16T11:00:52-05:00","23.813","23.654","23.673","23.444","23.400","23.651"
"2024-01-16T11:01:52-05:00","23.912","23.754","23.773","23.546","23.505","23.745"
"2024-01-16T11:02:52-05:00","24.020","23.862","23.876","23.650","23.604","23.847"
"2024-01-16T11:03:52-05:00","24.127","23.965","23.982","23.761","23.712","23.954"
"2024-01-16T11:04:52-05:00","24.225","24.063","24.077","23.859","23.806","24.042"
"2024-01-16T11:05:52-05:00","24.332","24.173","24.183","23.963","23.905","24.153"
"2024-01-16T11:06:52-05:00","24.435","24.273","24.284","24.060","24.010","24.251"
"2024-01-16T11:07:52-05:00","24.532","24.365","24.376","24.156","24.101","24.349"
"2024-01-16T11:08:52-05:00","24.635","24.470","24.475","24.261","24.198","24.454"
"2024-01-16T11:09:52-05:00","24.727","24.561","24.569","24.355","24.291","24.545"
