"","input 0 Last (C)","input 1 Last (C)","input 2 Last (C)","input 3 Last (C)","input 4 Last (C)","input 5 Last (C)"
"2024-01-30T07:45:19-05:00","27.259","27.215","27.092","26.926","26.759","26.974"
"2024-01-30T07:46:19-05:00","27.278","27.237","27.115","26.954","26.811","27.025"
"2024-01-30T07:47:19-05:00","27.285","27.251","27.128","26.972","26.845","27.049"
"2024-01-30T07:48:19-05:00","27.295","27.264","27.140","26.984","26.865","27.064"
"2024-01-30T07:49:19-05:00","27.310","27.279","27.154","26.998","26.882","27.078"
"2024-01-30T07:50:19-05:00","27.330","27.298","27.167","27.014","26.900","27.095"
"2024-01-30T07:51:19-05:00","27.359","27.329","27.192","27.037","26.925","27.124"
"2024-01-30T07:52:19-05:00","27.420","27.389","27.250","27.086","26.978","27.182"
"2024-01-30T07:53:19-05:00","27.503","27.458","27.333","27.156","27.050","27.263"
"2024-01-30T07:54:19-05:00","27.588","27.509","27.422","27.237","27.123","27.350"
"2024-01-30T07:55:19-05:00","27.672","27.565","27.513","27.315","27.195","27.434"
"2024-01-30T07:56:19-05:00","27.764","27.647","27.605","27.395","27.268","27.521"
"2024-01-30T07:57:19-05:00","27.868","27.720","27.707","27.494","27.367","27.623"
"2024-01-30T07:58:19-05:00","27.980","27.819","27.825","27.604","27.470","27.738"
"2024-01-30T07:59:19-05:00","28.069","27.926","27.914","27.687","27.544","27.826"
"2024-01-30T08:00:19-05:00","28.168","28.033","28.011","27.777","27.620","27.922"
"2024-01-30T08:01:19-05:00","28.273","28.140","28.112","27.881","27.696","28.024"
"2024-01-30T08:02:19-05:00","28.378","28.232","28.205","27.967","27.783","28.122"
"2024-01-30T08:03:19-05:00","28.480","28.319","28.301","28.063","27.886","28.225"
"2024-01-30T08:04:19-05:00","28.583","28.396","28.400","28.160","27.994","28.331"
"2024-01-30T08:05:19-05:00","28.688","28.510","28.505","28.267","28.113","28.443"
"2024-01-30T08:06:19-05:00","28.782","28.620","28.605","28.368","28.237","28.548"
"2024-01-30T08:07:19-05:00","28.860","28.703","28.704","28.467","28.366","28.653"
"2024-01-30T08:08:19-05:00","28.961","28.791","28.803","28.568","28.477","28.751"
"2024-01-30T08:09:19-05:00","29.069","28.878","28.896","28.659","28.573","28.848"
"2024-01-30T08:10:19-05:00","29.170","28.979","28.996","28.760","28.675","28.949"
"2024-01-30T08:11:19-05:00","29.263","29.082","29.096","28.864","28.777","29.046"
"2024-01-30T08:12:19-05:00","29.364","29.179","29.198","28.965","28.900","29.145"
"2024-01-30T08:13:19-05:00","29.455","29.282","29.295","29.066","29.011","29.242"
"2024-01-30T08:14:19-05:00","29.552","29.381","29.386","29.155","29.107","29.330"
"2024-01-30T08:15:19-05:00","29.663","29.485","29.489","29.254","29.211","29.430"
"2024-01-30T08:16:19-05:00","29.750","29.590","29.590","29.353","29.309","29.531"
"2024-01-30T08:17:19-05:00","29.866","29.692","29.683","29.450","29.415","29.628"
"2024-01-30T08:18:19-05:00","30.003","29.813","29.793","29.564","29.529","29.739"
"2024-01-30T08:19:19-05:00","30.114","29.923","29.896","29.667","29.633","29.840"
"2024-01-30T08:20:19-05:00","30.210","30.024","29.992","29.763","29.731","29.938"
"2024-01-30T08:21:19-05:00","30.314","30.132","30.094","29.873","29.829","30.042"
"2024-01-30T08:22:19-05:00","30.411","30.234","30.190","29.972","29.925","30.140"
"2024-01-30T08:23:19-05:00","30.508","30.328","30.292","30.075","30.027","30.236"
"2024-01-30T08:24:19-05:00","30.626","30.434","30.407","30.187","30.136","30.349"
"2024-01-30T08:25:19-05:00","30.727","30.540","30.506","30.285","30.230","30.447"
"2024-01-30T08:26:19-05:00","30.823","30.627","30.605","30.384","30.321","30.544"
"2024-01-30T08:27:19-05:00","30.919","30.711","30.703","30.483","30.424","30.651"
"2024-01-30T08:28:19-05:00","31.020","30.815","30.803","30.582","30.524","30.744"
"2024-01-30T08:29:19-05:00","31.108","30.923","30.892","30.676","30.627","30.839"
"2024-01-30T08:30:19-05:00","31.205","31.023","30.993","30.773","30.728","30.941"
"2024-01-30T08:31:19-05:00","31.299","31.135","31.091","30.876","30.830","31.038"
"2024-01-30T08:32:19-05:00","31.394","31.237","31.188","30.970","30.921","31.139"
"2024-01-30T08:33:19-05:00","31.496","31.337","31.290","31.074","31.023","31.237"
"2024-01-30T08:34:19-05:00","31.593","31.432","31.387","31.168","31.118","31.335"
"2024-01-30T08:35:19-05:00","31.687","31.530","31.481","31.267","31.200","31.428"
"2024-01-30T08:36:19-05:00","31.779","31.622","31.568","31.358","31.296","31.527"
"2024-01-30T08:37:19-05:00","31.873","31.722","31.662","31.454","31.411","31.625"
"2024-01-30T08:38:19-05:00","31.975","31.827","31.768","31.559","31.518","31.732"
"2024-01-30T08:39:19-05:00","32.062","31.916","31.859","31.650","31.604","31.824"
"2024-01-30T08:40:19-05:00","32.167","32.020","31.966","31.759","31.710","31.929"
"2024-01-30T08:41:19-05:00","32.263","32.118","32.061","31.855","31.807","32.023"
"2024-01-30T08:42:19-05:00","32.363","32.225","32.156","31.950","31.898","32.124"
"2024-01-30T08:43:19-05:00","32.470","32.333","32.262","32.051","31.994","32.228"
"2024-01-30T08:44:19-05:00","32.571","32.438","32.367","32.167","32.098","32.330"
"2024-01-30T08:45:19-05:00","32.674","32.547","32.466","32.270","32.186","32.437"
"2024-01-30T08:46:19-05:00","32.777","32.652","32.567","32.375","32.228","32.530"
"2024-01-30T08:47:19-05:00","32.883","32.765","32.671","32.476","32.328","32.633"
"2024-01-30T08:48:19-05:00","32.985","32.872","32.776","32.583","32.428","32.734"
"2024-01-30T08:49:19-05:00","33.086","32.970","32.878","32.683","32.526","32.832"
"2024-01-30T08:50:19-05:00","33.174","33.055","32.964","32.771","32.618","32.920"
"2024-01-30T08:51:19-05:00","33.275","33.150","33.062","32.867","32.725","33.025"
"2024-01-30T08:52:19-05:00","33.371","33.250","33.162","32.969","32.836","33.134"
"2024-01-30T08:53:19-05:00","33.466","33.353","33.259","33.062","32.937","33.241"
"2024-01-30T08:54:19-05:00","33.573","33.482","33.364","33.169","33.047","33.340"
"2024-01-30T08:55:19-05:00","33.670","33.569","33.452","33.260","33.132","33.441"
"2024-01-30T08:56:19-05:00","33.768","33.664","33.549","33.360","33.224","33.545"
"2024-01-30T08:57:19-05:00","33.864","33.765","33.642","33.458","33.323","33.643"
"2024-01-30T08:58:19-05:00","33.970","33.873","33.750","33.568","33.418","33.742"
"2024-01-30T08:59:19-05:00","34.063","33.957","33.841","33.656","33.513","33.830"
"2024-01-30T09:00:19-05:00","34.171","34.055","33.945","33.758","33.635","33.930"
"2024-01-30T09:01:19-05:00","34.258","34.143","34.040","33.849","33.741","34.026"
"2024-01-30T09:02:19-05:00","34.340","34.222","34.126","33.930","33.819","34.095"
"2024-01-30T09:03:19-05:00","34.444","34.322","34.223","34.032","33.927","34.203"
"2024-01-30T09:04:19-05:00","34.548","34.425","34.318","34.133","33.996","34.292"
"2024-01-30T09:05:19-05:00","34.654","34.539","34.425","34.237","34.099","34.393"
"2024-01-30T09:06:19-05:00","34.758","34.649","34.533","34.342","34.190","34.501"
"2024-01-30T09:07:19-05:00","34.867","34.758","34.635","34.443","34.277","34.600"
"2024-01-30T09:08:19-05:00","34.968","34.873","34.736","34.541","34.374","34.701"
"2024-01-30T09:09:19-05:00","35.070","34.974","34.838","34.647","34.473","34.807"
"2024-01-30T09:10:19-05:00","35.176","35.066","34.933","34.747","34.567","34.904"
"2024-01-30T09:11:19-05:00","35.274","35.158","35.031","34.834","34.667","35.002"
"2024-01-30T09:12:19-05:00","35.351","35.230","35.109","34.916","34.751","35.084"
"2024-01-30T09:13:19-05:00","35.458","35.333","35.215","35.027","34.856","35.184"
"2024-01-30T09:14:19-05:00","35.507","35.424","35.309","35.122","34.947","35.274"
"2024-01-30T09:15:19-05:00","35.637","35.534","35.417","35.223","35.048","35.376"
"2024-01-30T09:16:19-05:00","35.769","35.653","35.516","35.324","35.153","35.483"
"2024-01-30T09:17:19-05:00","35.864","35.767","35.613","35.429","35.250","35.572"
"2024-01-30T09:18:19-05:00","35.937","35.869","35.722","35.536","35.357","35.679"
"2024-01-30T09:19:19-05:00","36.012","35.937","35.816","35.634","35.454","35.773"
"2024-01-30T09:20:19-05:00","36.180","36.028","35.903","35.734","35.560","35.883"
"2024-01-30T09:21:19-05:00","36.281","36.093","36.006","35.831","35.657","35.992"
"2024-01-30T09:22:19-05:00","36.350","36.251","36.087","35.914","35.751","36.084"
"2024-01-30T09:23:19-05:00","36.446","36.332","36.160","36.013","35.851","36.168"
"2024-01-30T09:24:19-05:00","36.534","36.421","36.253","36.105","35.950","36.266"
"2024-01-30T09:25:19-05:00","36.590","36.495","36.368","36.212","36.050","36.374"
"2024-01-30T09:26:19-05:00","36.651","36.574","36.462","36.306","36.145","36.467"
"2024-01-30T09:27:19-05:00","36.779","36.698","36.544","36.409","36.246","36.563"
