"","Input 0 Last (C)","Input 1 Last (C)","Input 2 Last (C)","Input 3 Last (C)","Input 4 Last (C)","Input 5 Last (C)"
"2024-01-30T11:11:34-05:00","22.495","22.470","22.358","22.181","22.010","22.233"
"2024-01-30T11:12:34-05:00","22.496","22.480","22.361","22.185","22.034","22.243"
"2024-01-30T11:13:34-05:00","22.502","22.490","22.365","22.188","22.048","22.253"
"2024-01-30T11:14:34-05:00","22.509","22.501","22.372","22.188","22.057","22.258"
"2024-01-30T11:15:34-05:00","22.519","22.510","22.386","22.198","22.070","22.268"
"2024-01-30T11:16:34-05:00","22.523","22.517","22.395","22.201","22.079","22.272"
"2024-01-30T11:17:34-05:00","22.546","22.529","22.409","22.217","22.098","22.304"
"2024-01-30T11:18:34-05:00","22.597","22.565","22.453","22.262","22.157","22.370"
"2024-01-30T11:19:34-05:00","22.664","22.618","22.514","22.321","22.235","22.453"
"2024-01-30T11:20:34-05:00","22.733","22.673","22.570","22.376","22.313","22.532"
"2024-01-30T11:21:34-05:00","22.819","22.742","22.644","22.455","22.399","22.620"
"2024-01-30T11:22:34-05:00","22.902","22.819","22.719","22.536","22.488","22.702"
"2024-01-30T11:23:34-05:00","22.996","22.909","22.814","22.636","22.593","22.800"
"2024-01-30T11:24:34-05:00","23.083","22.989","22.900","22.727","22.685","22.887"
"2024-01-30T11:25:34-05:00","23.180","23.071","22.993","22.825","22.784","22.985"
"2024-01-30T11:26:34-05:00","23.292","23.164","23.093","22.918","22.888","23.098"
"2024-01-30T11:27:34-05:00","23.393","23.250","23.191","23.035","22.989","23.199"
"2024-01-30T11:28:34-05:00","23.489","23.340","23.288","23.123","23.079","23.292"
"2024-01-30T11:29:34-05:00","23.588","23.435","23.384","23.222","23.178","23.386"
"2024-01-30T11:30:34-05:00","23.685","23.534","23.482","23.329","23.280","23.478"
"2024-01-30T11:31:34-05:00","23.788","23.637","23.585","23.419","23.383","23.571"
"2024-01-30T11:32:34-05:00","23.905","23.750","23.696","23.518","23.491","23.680"
"2024-01-30T11:33:34-05:00","23.993","23.839","23.792","23.618","23.586","23.772"
"2024-01-30T11:34:34-05:00","24.082","23.923","23.879","23.700","23.674","23.868"
"2024-01-30T11:35:34-05:00","24.178","24.025","23.966","23.789","23.764","23.964"
"2024-01-30T11:36:34-05:00","24.311","24.128","24.074","23.900","23.873","24.074"
"2024-01-30T11:37:34-05:00","24.409","24.202","24.168","23.989","23.967","24.170"
"2024-01-30T11:38:34-05:00","24.497","24.281","24.258","24.095","24.059","24.261"
"2024-01-30T11:39:34-05:00","24.596","24.388","24.355","24.193","24.157","24.358"
"2024-01-30T11:40:34-05:00","24.686","24.479","24.448","24.286","24.243","24.446"
"2024-01-30T11:41:34-05:00","24.778","24.575","24.538","24.365","24.336","24.541"
"2024-01-30T11:42:34-05:00","24.870","24.669","24.628","24.458","24.430","24.636"
"2024-01-30T11:43:34-05:00","24.963","24.759","24.719","24.552","24.524","24.726"
"2024-01-30T11:44:34-05:00","25.055","24.854","24.816","24.639","24.618","24.817"
"2024-01-30T11:45:34-05:00","25.155","24.952","24.914","24.751","24.715","24.916"
"2024-01-30T11:46:34-05:00","25.249","25.045","25.009","24.840","24.812","25.016"
"2024-01-30T11:47:34-05:00","25.347","25.144","25.102","24.934","24.909","25.115"
"2024-01-30T11:48:34-05:00","25.447","25.248","25.201","25.034","25.008","25.215"
"2024-01-30T11:49:34-05:00","25.546","25.340","25.301","25.127","25.107","25.315"
"2024-01-30T11:50:34-05:00","25.643","25.439","25.405","25.248","25.207","25.418"
"2024-01-30T11:51:34-05:00","25.729","25.532","25.497","25.321","25.300","25.506"
"2024-01-30T11:52:34-05:00","25.836","25.646","25.614","25.449","25.414","25.614"
"2024-01-30T11:53:34-05:00","25.923","25.731","25.705","25.533","25.502","25.704"
"2024-01-30T11:54:34-05:00","26.027","25.833","25.805","25.632","25.602","25.808"
"2024-01-30T11:55:34-05:00","26.129","25.933","25.903","25.732","25.698","25.907"
"2024-01-30T11:56:34-05:00","26.226","26.027","26.003","25.830","25.798","26.006"
"2024-01-30T11:57:34-05:00","26.329","26.129","26.116","25.948","25.907","26.113"
"2024-01-30T11:58:34-05:00","26.439","26.228","26.222","26.057","26.011","26.217"
"2024-01-30T11:59:34-05:00","26.552","26.334","26.323","26.156","26.114","26.319"
"2024-01-30T12:00:34-05:00","26.652","26.441","26.423","26.236","26.212","26.422"
"2024-01-30T12:01:34-05:00","26.724","26.531","26.508","26.318","26.299","26.509"
"2024-01-30T12:02:34-05:00","26.827","26.631","26.610","26.434","26.400","26.609"
"2024-01-30T12:03:34-05:00","26.933","26.729","26.711","26.560","26.500","26.711"
"2024-01-30T12:04:34-05:00","27.036","26.828","26.812","26.658","26.602","26.813"
"2024-01-30T12:05:34-05:00","27.118","26.916","26.906","26.753","26.696","26.907"
"2024-01-30T12:06:34-05:00","27.210","27.015","27.002","26.841","26.790","26.999"
"2024-01-30T12:07:34-05:00","27.309","27.111","27.093","26.928","26.881","27.096"
"2024-01-30T12:08:34-05:00","27.441","27.218","27.200","27.026","26.989","27.212"
"2024-01-30T12:09:34-05:00","27.537","27.318","27.302","27.124","27.090","27.321"
"2024-01-30T12:10:34-05:00","27.646","27.418","27.403","27.233","27.189","27.431"
"2024-01-30T12:11:34-05:00","27.735","27.509","27.497","27.320","27.284","27.528"
"2024-01-30T12:12:34-05:00","27.826","27.605","27.590","27.420","27.377","27.623"
"2024-01-30T12:13:34-05:00","27.928","27.703","27.694","27.532","27.482","27.728"
"2024-01-30T12:14:34-05:00","28.031","27.791","27.788","27.626","27.580","27.831"
"2024-01-30T12:15:34-05:00","28.143","27.903","27.890","27.720","27.689","27.943"
"2024-01-30T12:16:34-05:00","28.242","28.017","27.993","27.811","27.796","28.044"
"2024-01-30T12:17:34-05:00","28.333","28.116","28.087","27.909","27.890","28.134"
"2024-01-30T12:18:34-05:00","28.422","28.205","28.180","27.991","27.986","28.221"
"2024-01-30T12:19:34-05:00","28.520","28.301","28.278","28.124","28.089","28.321"
"2024-01-30T12:20:34-05:00","28.616","28.389","28.378","28.209","28.189","28.415"
"2024-01-30T12:21:34-05:00","28.708","28.491","28.479","28.301","28.288","28.507"
"2024-01-30T12:22:34-05:00","28.802","28.594","28.579","28.401","28.386","28.609"
"2024-01-30T12:23:34-05:00","28.912","28.695","28.683","28.496","28.490","28.714"
"2024-01-30T12:24:34-05:00","28.999","28.787","28.782","28.615","28.592","28.814"
"2024-01-30T12:25:34-05:00","29.089","28.873","28.869","28.714","28.679","28.900"
"2024-01-30T12:26:34-05:00","29.201","28.978","28.974","28.805","28.787","28.999"
"2024-01-30T12:27:34-05:00","29.326","29.096","29.088","28.926","28.899","29.114"
"2024-01-30T12:28:34-05:00","29.432","29.198","29.189","29.042","28.993","29.221"
"2024-01-30T12:29:34-05:00","29.525","29.309","29.294","29.124","29.094","29.324"
"2024-01-30T12:30:34-05:00","29.618","29.403","29.389","29.202","29.184","29.422"
"2024-01-30T12:31:34-05:00","29.727","29.506","29.500","29.344","29.296","29.528"
"2024-01-30T12:32:34-05:00","29.814","29.594","29.595","29.452","29.391","29.618"
"2024-01-30T12:33:34-05:00","29.905","29.686","29.691","29.537","29.485","29.708"
"2024-01-30T12:34:34-05:00","30.004","29.783","29.787","29.629","29.581","29.800"
"2024-01-30T12:35:34-05:00","30.102","29.896","29.896","29.721","29.692","29.914"
