"","Input 0 Last (C)","Input 1 Last (C)","Input 2 Last (C)","Input 3 Last (C)","Input 4 Last (C)","Input 5 Last (C)"
"2024-01-25T09:47:30-05:00","22.331","22.276","22.224","22.064","22.021","22.211"
"2024-01-25T09:48:30-05:00","22.336","22.284","22.237","22.070","22.027","22.216"
"2024-01-25T09:49:30-05:00","22.356","22.293","22.245","22.076","22.032","22.225"
"2024-01-25T09:50:30-05:00","22.364","22.303","22.250","22.083","22.037","22.233"
"2024-01-25T09:51:30-05:00","22.372","22.306","22.253","22.086","22.041","22.246"
"2024-01-25T09:52:30-05:00","22.382","22.318","22.260","22.092","22.050","22.254"
"2024-01-25T09:53:30-05:00","22.403","22.345","22.299","22.111","22.068","22.278"
"2024-01-25T09:54:30-05:00","22.434","22.404","22.365","22.147","22.108","22.310"
"2024-01-25T09:55:30-05:00","22.480","22.475","22.452","22.196","22.159","22.356"
"2024-01-25T09:56:30-05:00","22.540","22.553","22.547","22.262","22.233","22.417"
"2024-01-25T09:57:30-05:00","22.623","22.632","22.641","22.331","22.307","22.494"
"2024-01-25T09:58:30-05:00","22.703","22.718","22.736","22.414","22.386","22.567"
"2024-01-25T09:59:30-05:00","22.787","22.805","22.829","22.493","22.470","22.647"
"2024-01-25T10:00:30-05:00","22.871","22.894","22.920","22.582","22.553","22.734"
"2024-01-25T10:01:30-05:00","22.958","23.019","23.021","22.668","22.639","22.817"
"2024-01-25T10:02:30-05:00","23.048","23.086","23.121","22.747","22.734","22.913"
"2024-01-25T10:03:30-05:00","23.135","23.178","23.213","22.843","22.822","23.011"
"2024-01-25T10:04:30-05:00","23.242","23.278","23.314","22.947","22.926","23.105"
"2024-01-25T10:05:30-05:00","23.340","23.362","23.411","23.047","23.012","23.201"
"2024-01-25T10:06:30-05:00","23.446","23.466","23.513","23.132","23.112","23.301"
"2024-01-25T10:07:30-05:00","23.542","23.616","23.613","23.227","23.221","23.406"
"2024-01-25T10:08:30-05:00","23.642","23.712","23.713","23.333","23.343","23.503"
"2024-01-25T10:09:30-05:00","23.748","23.792","23.821","23.435","23.462","23.608"
"2024-01-25T10:10:30-05:00","23.847","23.894","23.919","23.545","23.565","23.696"
"2024-01-25T10:11:30-05:00","23.953","23.988","24.024","23.644","23.677","23.794"
"2024-01-25T10:12:30-05:00","24.042","24.066","24.115","23.728","23.750","23.898"
"2024-01-25T10:13:30-05:00","24.152","24.163","24.226","23.837","23.866","24.000"
"2024-01-25T10:14:30-05:00","24.251","24.296","24.327","23.941","23.967","24.101"
"2024-01-25T10:15:30-05:00","24.340","24.400","24.429","24.055","24.070","24.208"
"2024-01-25T10:16:30-05:00","24.447","24.480","24.533","24.157","24.152","24.307"
"2024-01-25T10:17:30-05:00","24.551","24.544","24.632","24.237","24.273","24.419"
"2024-01-25T10:18:30-05:00","24.646","24.751","24.732","24.347","24.379","24.514"
"2024-01-25T10:19:30-05:00","24.753","24.888","24.830","24.449","24.450","24.624"
"2024-01-25T10:20:30-05:00","24.857","24.930","24.929","24.551","24.566","24.727"
"2024-01-25T10:21:30-05:00","24.966","25.010","25.041","24.648","24.677","24.826"
"2024-01-25T10:22:30-05:00","25.061","25.171","25.146","24.759","24.787","24.929"
"2024-01-25T10:23:30-05:00","25.159","25.215","25.226","24.834","24.864","25.009"
"2024-01-25T10:24:30-05:00","25.270","25.269","25.335","24.931","24.975","25.120"
"2024-01-25T10:25:30-05:00","25.360","25.393","25.435","25.032","25.064","25.220"
"2024-01-25T10:26:30-05:00","25.463","25.498","25.534","25.113","25.161","25.310"
"2024-01-25T10:27:30-05:00","25.575","25.588","25.641","25.236","25.278","25.420"
"2024-01-25T10:28:30-05:00","25.667","25.719","25.719","25.330","25.364","25.513"
"2024-01-25T10:29:30-05:00","25.770","25.812","25.827","25.445","25.464","25.620"
"2024-01-25T10:30:30-05:00","25.876","25.911","25.928","25.537","25.568","25.721"
"2024-01-25T10:31:30-05:00","25.978","26.031","26.032","25.659","25.691","25.834"
"2024-01-25T10:32:30-05:00","26.064","26.091","26.118","25.719","25.763","25.906"
"2024-01-25T10:33:30-05:00","26.169","26.196","26.213","25.818","25.873","26.014"
"2024-01-25T10:34:30-05:00","26.263","26.295","26.316","25.939","25.978","26.111"
"2024-01-25T10:35:30-05:00","26.355","26.364","26.406","26.043","26.073","26.200"
"2024-01-25T10:36:30-05:00","26.447","26.515","26.502","26.144","26.159","26.298"
"2024-01-25T10:37:30-05:00","26.565","26.649","26.604","26.235","26.270","26.411"
"2024-01-25T10:38:30-05:00","26.655","26.713","26.703","26.356","26.371","26.507"
"2024-01-25T10:39:30-05:00","26.746","26.805","26.805","26.430","26.467","26.594"
"2024-01-25T10:40:30-05:00","26.842","26.928","26.902","26.546","26.565","26.693"
"2024-01-25T10:41:30-05:00","26.947","26.984","27.008","26.646","26.672","26.784"
"2024-01-25T10:42:30-05:00","27.049","27.136","27.099","26.768","26.767","26.897"
"2024-01-25T10:43:30-05:00","27.151","27.184","27.210","26.863","26.873","26.998"
"2024-01-25T10:44:30-05:00","27.246","27.274","27.313","26.942","26.972","27.090"
"2024-01-25T10:45:30-05:00","27.342","27.396","27.391","27.040","27.055","27.194"
"2024-01-25T10:46:30-05:00","27.435","27.510","27.475","27.140","27.162","27.277"
"2024-01-25T10:47:30-05:00","27.543","27.605","27.580","27.237","27.255","27.385"
