"","Input 0 Last (C)","Input 1 Last (C)","Input 2 Last (C)","Input 3 Last (C)","Input 4 Last (C)","Input 5 Last (C)"
"2024-01-24T10:04:16-05:00","22.376","22.267","22.201","22.040","21.967","22.145"
"2024-01-24T10:05:16-05:00","22.392","22.286","22.220","22.057","21.983","22.164"
"2024-01-24T10:06:16-05:00","22.392","22.285","22.218","22.054","21.979","22.165"
"2024-01-24T10:07:16-05:00","22.409","22.303","22.236","22.072","21.994","22.188"
"2024-01-24T10:08:16-05:00","22.414","22.307","22.236","22.073","22.001","22.194"
"2024-01-24T10:09:16-05:00","22.419","22.316","22.248","22.081","22.010","22.201"
"2024-01-24T10:10:16-05:00","22.435","22.339","22.278","22.107","22.034","22.233"
"2024-01-24T10:11:16-05:00","22.465","22.373","22.333","22.145","22.067","22.272"
"2024-01-24T10:12:16-05:00","22.499","22.418","22.403","22.198","22.117","22.336"
"2024-01-24T10:13:16-05:00","22.525","22.479","22.476","22.265","22.171","22.400"
"2024-01-24T10:14:16-05:00","22.585","22.564","22.570","22.346","22.256","22.483"
"2024-01-24T10:15:16-05:00","22.655","22.654","22.669","22.439","22.349","22.576"
"2024-01-24T10:16:16-05:00","22.746","22.750","22.763","22.536","22.446","22.662"
"2024-01-24T10:17:16-05:00","22.838","22.845","22.855","22.633","22.536","22.759"
"2024-01-24T10:18:16-05:00","22.931","22.949","22.952","22.735","22.646","22.862"
"2024-01-24T10:19:16-05:00","23.023","23.049","23.043","22.828","22.726","22.959"
"2024-01-24T10:20:16-05:00","23.090","23.135","23.129","22.913","22.821","23.060"
"2024-01-24T10:21:16-05:00","23.177","23.243","23.233","23.017","22.914","23.162"
"2024-01-24T10:22:16-05:00","23.281","23.343","23.345","23.124","23.021","23.277"
"2024-01-24T10:23:16-05:00","23.388","23.447","23.442","23.229","23.126","23.378"
"2024-01-24T10:24:16-05:00","23.493","23.557","23.537","23.320","23.217","23.462"
"2024-01-24T10:25:16-05:00","23.595","23.657","23.638","23.423","23.308","23.570"
"2024-01-24T10:26:16-05:00","23.674","23.758","23.742","23.523","23.417","23.661"
"2024-01-24T10:27:16-05:00","23.790","23.850","23.840","23.619","23.513","23.763"
"2024-01-24T10:28:16-05:00","23.887","23.954","23.943","23.724","23.615","23.869"
"2024-01-24T10:29:16-05:00","23.970","24.056","24.046","23.829","23.711","23.966"
"2024-01-24T10:30:16-05:00","24.066","24.156","24.139","23.920","23.800","24.070"
"2024-01-24T10:31:16-05:00","24.167","24.259","24.240","24.020","23.909","24.176"
"2024-01-24T10:32:16-05:00","24.275","24.370","24.340","24.118","24.020","24.283"
"2024-01-24T10:33:16-05:00","24.398","24.476","24.437","24.217","24.110","24.384"
"2024-01-24T10:34:16-05:00","24.505","24.585","24.542","24.314","24.222","24.474"
"2024-01-24T10:35:16-05:00","24.609","24.682","24.652","24.430","24.324","24.589"
"2024-01-24T10:36:16-05:00","24.708","24.767","24.753","24.529","24.423","24.685"
"2024-01-24T10:37:16-05:00","24.817","24.857","24.853","24.626","24.521","24.784"
"2024-01-24T10:38:16-05:00","24.923","24.990","24.958","24.730","24.599","24.880"
"2024-01-24T10:39:16-05:00","25.007","25.097","25.053","24.823","24.712","24.972"
"2024-01-24T10:40:16-05:00","25.115","25.188","25.154","24.921","24.824","25.083"
"2024-01-24T10:41:16-05:00","25.194","25.268","25.252","25.019","24.913","25.180"
"2024-01-24T10:42:16-05:00","25.290","25.375","25.358","25.119","25.029","25.280"
"2024-01-24T10:43:16-05:00","25.407","25.480","25.469","25.227","25.119","25.390"
"2024-01-24T10:44:16-05:00","25.521","25.584","25.570","25.327","25.225","25.486"
"2024-01-24T10:45:16-05:00","25.634","25.686","25.683","25.431","25.325","25.586"
"2024-01-24T10:46:16-05:00","25.733","25.803","25.799","25.547","25.429","25.689"
"2024-01-24T10:47:16-05:00","25.834","25.906","25.904","25.656","25.525","25.792"
"2024-01-24T10:48:16-05:00","25.910","25.994","25.996","25.743","25.625","25.865"
"2024-01-24T10:49:16-05:00","26.001","26.113","26.101","25.842","25.730","25.958"
"2024-01-24T10:50:16-05:00","26.110","26.201","26.194","25.947","25.818","26.068"
"2024-01-24T10:51:16-05:00","26.209","26.283","26.291","26.037","25.895","26.152"
"2024-01-24T10:52:16-05:00","26.314","26.391","26.404","26.143","26.006","26.265"
"2024-01-24T10:53:16-05:00","26.414","26.496","26.508","26.252","26.109","26.377"
"2024-01-24T10:54:16-05:00","26.521","26.612","26.610","26.351","26.216","26.478"
"2024-01-24T10:55:16-05:00","26.608","26.699","26.699","26.432","26.306","26.570"
"2024-01-24T10:56:16-05:00","26.715","26.798","26.797","26.527","26.414","26.681"
"2024-01-24T10:57:16-05:00","26.800","26.891","26.878","26.627","26.506","26.761"
"2024-01-24T10:58:16-05:00","26.909","26.999","26.976","26.738","26.609","26.879"
"2024-01-24T10:59:16-05:00","27.010","27.097","27.080","26.842","26.704","26.978"
"2024-01-24T11:00:16-05:00","27.103","27.186","27.174","26.925","26.799","27.058"
"2024-01-24T11:01:16-05:00","27.181","27.286","27.277","27.027","26.895","27.165"
"2024-01-24T11:02:16-05:00","27.279","27.402","27.376","27.125","26.996","27.261"
"2024-01-24T11:03:16-05:00","27.400","27.509","27.480","27.226","27.109","27.378"
"2024-01-24T11:04:16-05:00","27.512","27.602","27.564","27.320","27.193","27.486"
"2024-01-24T11:05:16-05:00","27.636","27.702","27.670","27.420","27.303","27.584"
"2024-01-24T11:06:16-05:00","27.735","27.802","27.764","27.507","27.384","27.679"
"2024-01-24T11:07:16-05:00","27.816","27.902","27.867","27.597","27.480","27.783"
"2024-01-24T11:08:16-05:00","27.918","28.012","27.971","27.704","27.582","27.886"
"2024-01-24T11:09:16-05:00","28.009","28.114","28.075","27.825","27.703","27.986"
"2024-01-24T11:10:16-05:00","28.097","28.199","28.163","27.906","27.774","28.067"
"2024-01-24T11:11:16-05:00","28.199","28.300","28.263","28.019","27.878","28.165"
"2024-01-24T11:12:16-05:00","28.285","28.401","28.361","28.116","27.977","28.270"
"2024-01-24T11:13:16-05:00","28.383","28.500","28.464","28.220","28.087","28.377"
"2024-01-24T11:14:16-05:00","28.497","28.603","28.570","28.321","28.186","28.485"
"2024-01-24T11:15:16-05:00","28.579","28.705","28.677","28.425","28.287","28.596"
"2024-01-24T11:16:16-05:00","28.669","28.800","28.772","28.523","28.373","28.686"
"2024-01-24T11:17:16-05:00","28.793","28.910","28.886","28.628","28.488","28.799"
"2024-01-24T11:18:16-05:00","28.886","29.005","28.966","28.717","28.579","28.892"
"2024-01-24T11:19:16-05:00","28.991","29.110","29.069","28.819","28.689","28.988"
"2024-01-24T11:20:16-05:00","29.080","29.207","29.172","28.934","28.767","29.083"
"2024-01-24T11:21:16-05:00","29.179","29.313","29.285","29.045","28.893","29.177"
"2024-01-24T11:22:16-05:00","29.285","29.412","29.393","29.139","28.982","29.270"
"2024-01-24T11:23:16-05:00","29.376","29.502","29.490","29.238","29.090","29.356"
"2024-01-24T11:24:16-05:00","29.481","29.601","29.587","29.329","29.171","29.452"
