"","Input 0 Last (C)","Input 1 Last (C)","Input 2 Last (C)","Input 3 Last (C)","Input 4 Last (C)","Input 5 Last (C)"
"2024-01-18T09:52:54-05:00","22.324","22.291","22.157","21.937","21.884","22.109"
"2024-01-18T09:53:54-05:00","22.304","22.320","22.170","21.945","21.892","22.131"
"2024-01-18T09:54:54-05:00","22.304","22.357","22.210","21.974","21.925","22.151"
"2024-01-18T09:55:54-05:00","22.308","22.379","22.239","22.003","21.952","22.167"
"2024-01-18T09:56:54-05:00","22.315","22.387","22.256","22.023","21.967","22.182"
"2024-01-18T09:57:54-05:00","22.325","22.384","22.279","22.041","21.982","22.201"
"2024-01-18T09:58:54-05:00","22.342","22.392","22.304","22.065","22.006","22.217"
"2024-01-18T09:59:54-05:00","22.378","22.411","22.348","22.106","22.047","22.246"
"2024-01-18T10:00:54-05:00","22.440","22.540","22.420","22.171","22.107","22.305"
"2024-01-18T10:01:54-05:00","22.521","22.654","22.499","22.254","22.195","22.382"
"2024-01-18T10:02:54-05:00","22.612","22.736","22.560","22.353","22.283","22.470"
"2024-01-18T10:03:54-05:00","22.712","22.806","22.647","22.460","22.374","22.564"
"2024-01-18T10:04:54-05:00","22.806","22.894","22.748","22.555","22.458","22.655"
"2024-01-18T10:05:54-05:00","22.904","23.002","22.838","22.655","22.557","22.756"
"2024-01-18T10:06:54-05:00","23.003","23.114","22.939","22.756","22.668","22.850"
"2024-01-18T10:07:54-05:00","23.116","23.220","23.051","22.864","22.775","22.967"
"2024-01-18T10:08:54-05:00","23.235","23.345","23.166","22.988","22.887","23.088"
"2024-01-18T10:09:54-05:00","23.338","23.444","23.270","23.095","22.981","23.184"
"2024-01-18T10:10:54-05:00","23.443","23.564","23.370","23.188","23.117","23.289"
"2024-01-18T10:11:54-05:00","23.546","23.677","23.470","23.290","23.217","23.382"
"2024-01-18T10:12:54-05:00","23.642","23.767","23.566","23.386","23.291","23.471"
"2024-01-18T10:13:54-05:00","23.746","23.861","23.664","23.485","23.384","23.571"
"2024-01-18T10:14:54-05:00","23.842","23.959","23.756","23.582","23.479","23.656"
"2024-01-18T10:15:54-05:00","23.924","24.033","23.838","23.655","23.547","23.730"
"2024-01-18T10:16:54-05:00","24.007","24.103","23.916","23.732","23.614","23.822"
"2024-01-18T10:17:54-05:00","24.103","24.204","24.008","23.826","23.724","23.904"
"2024-01-18T10:18:54-05:00","24.205","24.302","24.106","23.929","23.845","24.021"
"2024-01-18T10:19:54-05:00","24.304","24.416","24.204","24.046","23.930","24.123"
"2024-01-18T10:20:54-05:00","24.400","24.512","24.300","24.125","24.024","24.217"
"2024-01-18T10:21:54-05:00","24.497","24.619","24.397","24.221","24.117","24.322"
"2024-01-18T10:22:54-05:00","24.612","24.760","24.500","24.336","24.218","24.426"
"2024-01-18T10:23:54-05:00","24.724","24.860","24.601","24.450","24.312","24.526"
"2024-01-18T10:24:54-05:00","24.818","24.955","24.690","24.546","24.427","24.628"
"2024-01-18T10:25:54-05:00","24.914","25.053","24.775","24.636","24.526","24.729"
"2024-01-18T10:26:54-05:00","25.012","25.164","24.873","24.725","24.641","24.830"
"2024-01-18T10:27:54-05:00","25.118","25.273","24.983","24.845","24.759","24.945"
"2024-01-18T10:28:54-05:00","25.212","25.370","25.081","24.942","24.854","25.034"
"2024-01-18T10:29:54-05:00","25.294","25.454","25.189","25.030","24.946","25.119"
"2024-01-18T10:30:54-05:00","25.387","25.539","25.272","25.114","25.013","25.212"
"2024-01-18T10:31:54-05:00","25.480","25.635","25.362","25.207","25.126","25.295"
"2024-01-18T10:32:54-05:00","25.571","25.737","25.465","25.299","25.212","25.390"
"2024-01-18T10:33:54-05:00","25.667","25.832","25.565","25.396","25.313","25.486"
"2024-01-18T10:34:54-05:00","25.766","25.924","25.656","25.494","25.412","25.590"
"2024-01-18T10:35:54-05:00","25.855","26.013","25.759","25.593","25.527","25.684"
"2024-01-18T10:36:54-05:00","25.955","26.135","25.857","25.693","25.591","25.769"
"2024-01-18T10:37:54-05:00","26.054","26.233","25.961","25.792","25.695","25.874"
"2024-01-18T10:38:54-05:00","26.159","26.337","26.073","25.906","25.815","25.980"
"2024-01-18T10:39:54-05:00","26.268","26.441","26.177","26.000","25.932","26.091"
"2024-01-18T10:40:54-05:00","26.371","26.548","26.272","26.104","26.026","26.191"
"2024-01-18T10:41:54-05:00","26.492","26.665","26.387","26.225","26.126","26.316"
"2024-01-18T10:42:54-05:00","26.594","26.765","26.496","26.330","26.246","26.417"
"2024-01-18T10:43:54-05:00","26.692","26.869","26.599","26.437","26.346","26.523"
"2024-01-18T10:44:54-05:00","26.782","26.959","26.697","26.532","26.435","26.620"
"2024-01-18T10:45:54-05:00","26.890","27.062","26.807","26.645","26.527","26.726"
"2024-01-18T10:46:54-05:00","26.994","27.181","26.915","26.746","26.644","26.831"
"2024-01-18T10:47:54-05:00","27.093","27.283","27.023","26.853","26.760","26.933"
"2024-01-18T10:48:54-05:00","27.189","27.378","27.125","26.954","26.836","27.030"
"2024-01-18T10:49:54-05:00","27.283","27.472","27.218","27.049","26.934","27.128"
"2024-01-18T10:50:54-05:00","27.387","27.571","27.326","27.148","27.038","27.226"
"2024-01-18T10:51:54-05:00","27.490","27.670","27.426","27.254","27.143","27.328"
"2024-01-18T10:52:54-05:00","27.594","27.782","27.524","27.358","27.250","27.430"
"2024-01-18T10:53:54-05:00","27.693","27.882","27.638","27.449","27.341","27.528"
"2024-01-18T10:54:54-05:00","27.792","27.981","27.741","27.546","27.427","27.634"
"2024-01-18T10:55:54-05:00","27.885","28.061","27.832","27.634","27.529","27.721"
"2024-01-18T10:56:54-05:00","27.988","28.163","27.916","27.743","27.642","27.825"
"2024-01-18T10:57:54-05:00","28.082","28.253","28.002","27.833","27.715","27.921"
"2024-01-18T10:58:54-05:00","28.191","28.359","28.107","27.935","27.823","28.027"
"2024-01-18T10:59:54-05:00","28.301","28.464","28.220","28.042","27.948","28.137"
"2024-01-18T11:00:54-05:00","28.399","28.560","28.314","28.138","28.061","28.241"
"2024-01-18T11:01:54-05:00","28.506","28.671","28.413","28.245","28.161","28.348"
"2024-01-18T11:02:54-05:00","28.604","28.760","28.512","28.338","28.254","28.441"
"2024-01-18T11:03:54-05:00","28.709","28.861","28.621","28.439","28.346","28.549"
"2024-01-18T11:04:54-05:00","28.799","28.953","28.710","28.526","28.443","28.634"
"2024-01-18T11:05:54-05:00","28.893","29.056","28.810","28.624","28.526","28.737"
"2024-01-18T11:06:54-05:00","28.993","29.151","28.907","28.723","28.642","28.836"
"2024-01-18T11:07:54-05:00","29.089","29.230","28.999","28.820","28.737","28.932"
"2024-01-18T11:08:54-05:00","29.192","29.340","29.102","28.922","28.843","29.038"
"2024-01-18T11:09:54-05:00","29.295","29.468","29.202","29.030","28.912","29.144"
"2024-01-18T11:10:54-05:00","29.406","29.575","29.311","29.139","29.025","29.251"
"2024-01-18T11:11:54-05:00","29.502","29.675","29.397","29.237","29.137","29.345"
"2024-01-18T11:12:54-05:00","29.605","29.764","29.491","29.327","29.219","29.446"
"2024-01-18T11:13:54-05:00","29.689","29.851","29.581","29.416","29.294","29.530"
"2024-01-18T11:14:54-05:00","29.784","29.944","29.674","29.510","29.383","29.619"
"2024-01-18T11:15:54-05:00","29.881","30.042","29.779","29.607","29.487","29.714"
"2024-01-18T11:16:54-05:00","29.991","30.136","29.885","29.706","29.599","29.816"
"2024-01-18T11:17:54-05:00","30.089","30.238","29.974","29.802","29.714","29.914"
"2024-01-18T11:18:54-05:00","30.190","30.329","30.057","29.901","29.791","30.011"
"2024-01-18T11:19:54-05:00","30.283","30.423","30.174","29.999","29.883","30.110"
"2024-01-18T11:20:54-05:00","30.378","30.533","30.279","30.103","30.002","30.220"
"2024-01-18T11:21:54-05:00","30.474","30.656","30.379","30.200","30.068","30.321"
"2024-01-18T11:22:54-05:00","30.574","30.739","30.476","30.300","30.181","30.423"
"2024-01-18T11:23:54-05:00","30.677","30.831","30.574","30.400","30.286","30.524"
"2024-01-18T11:24:54-05:00","30.770","30.926","30.677","30.500","30.388","30.626"
"2024-01-18T11:25:54-05:00","30.858","30.999","30.773","30.592","30.481","30.715"
"2024-01-18T11:26:54-05:00","30.944","31.084","30.872","30.679","30.580","30.809"
"2024-01-18T11:27:54-05:00","31.041","31.189","30.977","30.781","30.683","30.910"
"2024-01-18T11:28:54-05:00","31.134","31.286","31.070","30.875","30.769","30.999"
"2024-01-18T11:29:54-05:00","31.246","31.390","31.167","30.979","30.893","31.104"
"2024-01-18T11:30:54-05:00","31.336","31.463","31.271","31.082","30.980","31.200"
"2024-01-18T11:31:54-05:00","31.430","31.611","31.368","31.179","31.067","31.291"
"2024-01-18T11:32:54-05:00","31.536","31.733","31.487","31.293","31.176","31.410"
"2024-01-18T11:33:54-05:00","31.628","31.820","31.575","31.387","31.281","31.506"
"2024-01-18T11:34:54-05:00","31.724","31.920","31.677","31.484","31.373","31.595"
"2024-01-18T11:35:54-05:00","31.818","32.008","31.770","31.574","31.477","31.688"
"2024-01-18T11:36:54-05:00","31.920","32.115","31.878","31.671","31.578","31.795"
"2024-01-18T11:37:54-05:00","32.032","32.220","31.977","31.778","31.691","31.899"
"2024-01-18T11:38:54-05:00","32.130","32.316","32.084","31.884","31.766","32.007"
"2024-01-18T11:39:54-05:00","32.215","32.417","32.174","31.972","31.850","32.095"
"2024-01-18T11:40:54-05:00","32.332","32.525","32.280","32.087","31.958","32.199"
"2024-01-18T11:41:54-05:00","32.423","32.609","32.367","32.173","32.061","32.291"
"2024-01-18T11:42:54-05:00","32.515","32.705","32.460","32.260","32.141","32.387"
"2024-01-18T11:43:54-05:00","32.619","32.807","32.565","32.376","32.251","32.494"
"2024-01-18T11:44:54-05:00","32.717","32.908","32.677","32.470","32.354","32.586"
"2024-01-18T11:45:54-05:00","32.812","33.012","32.787","32.580","32.459","32.691"
"2024-01-18T11:46:54-05:00","32.890","33.111","32.896","32.686","32.562","32.801"
"2024-01-18T11:47:54-05:00","32.981","33.217","33.007","32.801","32.684","32.913"
"2024-01-18T11:48:54-05:00","33.081","33.319","33.122","32.909","32.768","33.025"
"2024-01-18T11:49:54-05:00","33.189","33.419","33.232","33.018","32.903","33.127"
"2024-01-18T11:50:54-05:00","33.308","33.544","33.346","33.145","33.028","33.245"
"2024-01-18T11:51:54-05:00","33.398","33.628","33.430","33.223","33.090","33.329"
"2024-01-18T11:52:54-05:00","33.494","33.722","33.527","33.314","33.180","33.426"
"2024-01-18T11:53:54-05:00","33.590","33.814","33.606","33.399","33.291","33.515"
"2024-01-18T11:54:54-05:00","33.686","33.901","33.696","33.487","33.380","33.606"
"2024-01-18T11:55:54-05:00","33.766","33.986","33.776","33.568","33.437","33.694"
"2024-01-18T11:56:54-05:00","33.859","34.072","33.868","33.660","33.548","33.787"
"2024-01-18T11:57:54-05:00","33.961","34.182","33.977","33.766","33.652","33.886"
